	GO_CATEGORY	VAL	p	Description
470	GO:0000323	5.141199999999996	0.0	A vacuole that is maintained at an acidic pH and which contains degradative enzymes, including a wide variety of acid hydrolases. [GOC:krc]
471	GO:0002791	5.137914285714285	0.002	Any process that modulates the frequency, rate, or extent of peptide secretion. [GOC:add]
472	GO:0014068	5.1244999999999985	0.0	Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the phosphatidylinositol 3-kinase cascade. [GOC:ef]
473	GO:0030177	5.110166666666668	0.0	Any process that activates or increases the frequency, rate or extent of Wnt signal transduction. [GOC:dph, GOC:go_curators, GOC:tb]
474	GO:0002695	5.109816666666665	0.0	Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte activation. [GOC:add]
475	GO:0021700	5.108899999999998	0.0	A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure, cell or cellular component to attain its fully functional state. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]
476	GO:0002376	5.107838897696478	0.0	Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats. [GO_REF:0000022, GOC:add]
477	GO:1900180	5.105750000000001	0.0	Any process that modulates the frequency, rate or extent of protein localization to nucleus. [GOC:TermGenie]
478	GO:0044000	5.10275	0.0	The process in which an organism or its progeny spreads from one location to another within its host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction. [GOC:cc]
479	GO:0014013	5.097000000000001	0.0	Any process that modulates the frequency, rate or extent of gliogenesis, the formation of mature glia. [GOC:ef]
480	GO:1901701	5.093563816738795	0.0	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus. [GOC:pr, GOC:TermGenie]
481	GO:0002250	5.087299999999998	0.0	An immune response mediated by cells expressing specific receptors for antigen produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory). [GO_REF:0000022, GOC:add, ISBN:0781735149]
482	GO:2000501	5.085	0.0	Any process that modulates the frequency, rate or extent of natural killer cell chemotaxis. [GOC:BHF]
483	GO:0090087	5.078114285714285	0.002	Any process that modulates the frequency, rate or extent of the directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:dph, GOC:tb]
484	GO:0061629	5.078095238095243	0.0	Binding to a sequence-specific DNA binding RNA polymerase II transcription factor, any of the factors that interact selectively and non-covalently with a specific DNA sequence in order to modulate transcription. [GOC:dph, GOC:vw]
485	GO:0043086	5.078033838383847	0.0	Any process that stops or reduces the activity of an enzyme. [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]
486	GO:0008047	5.068077380952376	0.0	Binds to and increases the activity of an enzyme. [GOC:dph, GOC:mah, GOC:tb]
487	GO:0002020	5.052666666666667	0.0	Binding to a protease or a peptidase. [GOC:hjd]
488	GO:0009725	5.050244214119216	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus. [GOC:jl]
489	GO:0007163	5.049166666666666	0.0	Any cellular process that results in the specification, formation or maintenance of anisotropic intracellular organization or cell growth patterns. [GOC:mah]
490	GO:0072507	5.048699999999998	0.0	Any process involved in the maintenance of an internal steady state of divalent cations within an organism or cell. [GOC:mah]
491	GO:0010820	5.048	0.0	Any process that increases the rate, frequency or extent of T cell chemotaxis. T cell chemotaxis is the directed movement of a T cell in response to an external stimulus. [GOC:BHF, GOC:dph, GOC:tb]
492	GO:0055082	5.044353535353534	0.001	Any biological process involved in the maintenance of an internal steady state of a chemical at the level of the cell. [GOC:isa_complete, GOC:jid]
493	GO:0008284	5.029932442557426	0.0	Any process that activates or increases the rate or extent of cell proliferation. [GOC:go_curators]
494	GO:0030203	5.028083333333333	0.0	The chemical reactions and pathways involving glycosaminoglycans, any of a group of polysaccharides that contain amino sugars. [ISBN:0192800981]
495	GO:0010819	5.024	0.0	Any process that modulates the rate, frequency or extent of T cell chemotaxis. T cell chemotaxis is the directed movement of a T cell in response to an external stimulus. [GOC:dph, GOC:tb]
496	GO:0006873	5.01840952380953	0.0	Any process involved in the maintenance of an internal steady state of ions at the level of a cell. [GOC:mah]
497	GO:0002863	5.018	0.0	Any process that activates or increases the frequency, rate, or extent of an inflammatory response to an antigenic stimulus. [GOC:add]
498	GO:0016004	5.013999999999999	0.0	Increases the activity of a phospholipase, an enzyme that catalyzes of the hydrolysis of a glycerophospholipid. [GOC:ai]
499	GO:0043269	5.007851731601735	0.0	Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:jl]
500	GO:0010821	5.004166666666666	0.0	Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a mitochondrion. [GOC:dph, GOC:tb]
501	GO:0019725	4.993414718614717	0.0	Any process involved in the maintenance of an internal steady state at the level of the cell. [GOC:isa_complete, GOC:jl, ISBN:0395825172]
502	GO:0060229	4.988	0.0	Binds to and increases the activity of a lipase, an enzyme that catalyzes of the hydrolysis of a lipid. [GOC:BHF, GOC:dph, GOC:tb]
503	GO:0032355	4.98379761904762	0.002	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen. [GOC:mah, ISBN:0911910123]
504	GO:0045236	4.9830000000000005	0.0	Binding to a chemokine receptor in the CXCR family. [GOC:ceb, PMID:11910892]
505	GO:0034250	4.982166666666667	0.0	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving amides. [GOC:mah]
506	GO:0001836	4.982	0.0	The process that results in the movement of cytochrome c from the mitochondrial intermembrane space into the cytosol, which is part of the apoptotic signaling pathway and leads to caspase activation. [GOC:add, GOC:mah, GOC:mtg_apoptosis, ISBN:0721639976, PMID:12925707, PMID:9560217]
507	GO:0060284	4.9780571428571365	0.0	Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate. [GOC:dph, GOC:tb]
508	GO:0055065	4.968190476190479	0.0	Any process involved in the maintenance of an internal steady state of metal ions within an organism or cell. [GOC:ai, GOC:jid, GOC:mah]
509	GO:0030449	4.963	0.0	Any process that modulates the frequency, rate or extent of complement activation. [GOC:go_curators]
510	GO:0006022	4.95725	0.0	The chemical reactions and pathways involving aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages. [GOC:ai, ISBN:0198506732]
511	GO:0150078	4.955	0.0	Any process that activates or increases the frequency, rate or extent of neuroinflammatory response. [GOC:aruk, GOC:bc]
512	GO:1901652	4.9542500000000045	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus. [GOC:pr, GOC:TermGenie]
513	GO:0031644	4.954083333333332	0.001	Any process that modulates the frequency, rate or extent of a neurophysiological process, an organ system process carried out by any of the organs or tissues of the nervous system. [GOC:dph, GOC:mah, GOC:tb]
514	GO:0050806	4.950499999999999	0.0	Any process that activates or increases the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. [GOC:ai]
515	GO:0009746	4.946833333333335	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hexose stimulus. [GOC:jl]
516	GO:0090200	4.942	0.0	Any process that increases the rate, frequency or extent of release of cytochrome c from mitochondria, the process in which cytochrome c is enabled to move from the mitochondrial intermembrane space into the cytosol, which is an early step in apoptosis and leads to caspase activation. [GOC:BHF, GOC:dph, GOC:mtg_apoptosis, GOC:tb]
517	GO:0001932	4.937924707971786	0.0	Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein. [GOC:hjd]
518	GO:0012501	4.934072330447324	0.0	A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell. [GOC:lr, GOC:mtg_apoptosis]
519	GO:0071276	4.93	0.0	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus. [GOC:mah]
520	GO:0050776	4.929139484045352	0.0	Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus. [GOC:ai]
521	GO:0036119	4.928	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus. [GOC:yaf]
522	GO:1904035	4.925333333333334	0.0	Any process that modulates the frequency, rate or extent of epithelial cell apoptotic process. [GO_REF:0000058, GOC:TermGenie, PMID:19137015]
523	GO:0050864	4.921283333333336	0.0	Any process that modulates the frequency, rate or extent of B cell activation. [GOC:ai]
524	GO:0051928	4.909583333333333	0.0	Any process that activates or increases the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]
525	GO:2000341	4.902333333333334	0.0	Any process that modulates the frequency, rate or extent of chemokine (C-X-C motif) ligand 2 production. [GOC:BHF, GOC:mah]
526	GO:0090316	4.898916666666667	0.0	Any process that activates or increases the frequency, rate or extent of the directed movement of proteins within cells. [GOC:tb]
527	GO:0005741	4.888166666666667	0.0	The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope. [GOC:ai]
528	GO:0045582	4.886166666666668	0.0	Any process that activates or increases the frequency, rate or extent of T cell differentiation. [GOC:go_curators]
529	GO:0005123	4.886	0.0	Binding to a member of the death receptor (DR) family. The DR family falls within the tumor necrosis factor receptor superfamily and is characterized by a cytoplasmic region of ~80 residues termed the death domain (DD). [GOC:ceb, GOC:rl, PMID:15654015]
530	GO:0034762	4.8789670995671015	0.0	Any process that modulates the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other. [GOC:mah]
531	GO:0006874	4.871666666666666	0.0	Any process involved in the maintenance of an internal steady state of calcium ions at the level of a cell. [GOC:ceb, GOC:mah]
532	GO:0050769	4.8664	0.0	Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system. [GOC:ai]
533	GO:0005615	4.8663736197625935	0.0	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid. [ISBN:0198547684]
534	GO:0009628	4.8636766339869055	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus. [GOC:hb]
535	GO:0051606	4.861857142857142	0.001	The series of events in which a stimulus is received by a cell or organism and converted into a molecular signal. [GOC:add, GOC:ai, GOC:dph, GOC:mah]
536	GO:0007166	4.8548993478721	0.0	The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription. [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]
537	GO:0001933	4.853441666666671	0.001	Any process that stops, prevents or reduces the rate of addition of phosphate groups to amino acids within a protein. [GOC:hjd]
538	GO:0046634	4.849833333333335	0.0	Any process that modulates the frequency, rate or extent of alpha-beta T cell activation. [GOC:ai]
539	GO:0051385	4.849666666666667	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mineralocorticoid stimulus. Mineralocorticoids are hormonal C21 corticosteroids synthesized from cholesterol and characterized by their similarity to aldosterone. Mineralocorticoids act primarily on water and electrolyte balance. [GOC:ai, PMID:9884123]
540	GO:0044093	4.847777569300312	0.0	Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding. [GO:jl]
541	GO:0005149	4.847333333333334	0.0	Binding to an interleukin-1 receptor. [GOC:go_curators]
542	GO:0001774	4.836666666666667	0.0	The change in morphology and behavior of a microglial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor. [GOC:mgi_curators, PMID:10626665, PMID:10695728, PMID:12580336, PMID:9893949]
543	GO:0019207	4.836399999999999	0.0	Modulates the activity of a kinase, an enzyme which catalyzes of the transfer of a phosphate group, usually from ATP, to a substrate molecule. [GOC:ai]
544	GO:0010575	4.836333333333333	0.0	Any process that increases or activates the frequency, rate, or extent of production of vascular endothelial growth factor. [GOC:BHF, GOC:rl]
545	GO:0010574	4.835333333333333	0.0	Any process that modulates the frequency, rate, or extent of production of vascular endothelial growth factor. [GOC:rl]
546	GO:1901888	4.834357142857142	0.001	Any process that modulates the frequency, rate or extent of cell junction assembly. [GOC:TermGenie]
547	GO:0090279	4.830333333333334	0.0	Any process that modulates the rate, frequency, or extent of the directed movement of calcium ions into a cell or organelle. [GOC:BHF]
548	GO:0032740	4.826666666666667	0.0	Any process that activates or increases the frequency, rate, or extent of production of any member of the interleukin-17 family of cytokines. [GOC:add, GOC:mah, PMID:16482511]
549	GO:0061844	4.824666666666666	0.0	An immune response against microbes mediated by anti-microbial peptides in body fluid. [PMID:15761415, PMID:24287494]
550	GO:0045058	4.823333333333334	0.0	The process in which T cells that express T cell receptors that are restricted by self MHC protein complexes and tolerant to self antigens are selected for further maturation. [ISBN:0781735149, PMID:12414722]
551	GO:0050866	4.823066666666668	0.0	Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation. [GOC:ai]
552	GO:0019902	4.820916666666667	0.0	Binding to a phosphatase. [GOC:jl]
553	GO:0034114	4.810666666666667	0.0	Any process that modulates the frequency, rate, or extent of heterotypic cell-cell adhesion. [GOC:add]
554	GO:0005102	4.80736133866137	0.0	Binding to one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:bf, GOC:ceb, ISBN:0198506732]
555	GO:0035556	4.804952685386532	0.0	The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell. [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]
556	GO:0051100	4.80225	0.001	Any process that stops or reduces the rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule. [GOC:ai]
557	GO:0008637	4.800666666666667	0.0	The morphological and physiological alterations undergone by mitochondria during apoptosis. [GOC:mah, GOC:mtg_apoptosis]
558	GO:0007612	4.799833333333332	0.0	Any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience. [ISBN:0582227089, ISBN:0721662544]
559	GO:0030111	4.7958833333333315	0.0	Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway. [GOC:dph, GOC:mah, GOC:tb]
560	GO:0036230	4.794666666666667	0.0	The change in morphology and behavior of a granulocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor. [CL:0000094, GOC:nhn]
561	GO:1901889	4.791666666666666	0.0	Any process that stops, prevents or reduces the frequency, rate or extent of cell junction assembly. [GOC:TermGenie]
562	GO:0006109	4.789416666666665	0.001	Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates. [GOC:go_curators]
563	GO:0055080	4.786442857142863	0.0	Any process involved in the maintenance of an internal steady state of cations within an organism or cell. [GOC:ceb, GOC:jid, GOC:mah]
564	GO:1900017	4.7860000000000005	0.0	Any process that activates or increases the frequency, rate or extent of cytokine production involved in inflammatory response. [GOC:TermGenie]
565	GO:0050796	4.785583333333332	0.001	Any process that modulates the frequency, rate or extent of the regulated release of insulin. [GOC:ai]
566	GO:0031952	4.781666666666667	0.0	Any process that modulates the frequency, rate or extent of addition of the phosphorylation by a protein of one or more of its own residues. [GOC:mah]
567	GO:0006953	4.777333333333334	0.0	An acute inflammatory response that involves non-antibody proteins whose concentrations in the plasma increase in response to infection or injury of homeothermic animals. [ISBN:0198506732]
568	GO:0032880	4.7727919191919055	0.0	Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location. [GOC:dph, GOC:mah, GOC:tb]
569	GO:0060828	4.771014285714283	0.002	Any process that modulates the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes. [GOC:dph, GOC:sdb_2009, GOC:tb]
570	GO:1905953	4.765333333333333	0.0	Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization. [GO_REF:0000058, GOC:TermGenie, PMID:17564681]
571	GO:0048871	4.764583333333333	0.0	Any process involved in the maintenance of an internal steady state at the level of the multicellular organism. [GOC:isa_complete]
572	GO:0150077	4.763999999999999	0.0	Any process that modulates the frequency, rate or extent of neuroinflammatory response. [GOC:aruk, GOC:bc, PMID:10981966, PMID:11099416, PMID:18164423]
573	GO:1901699	4.763974206349203	0.0	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus. [GOC:pr, GOC:TermGenie]
574	GO:0050714	4.762833333333331	0.002	Any process that activates or increases the frequency, rate or extent of the controlled release of a protein from a cell. [GOC:ai]
575	GO:0080134	4.759428900511254	0.0	Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation). [GOC:dhl]
576	GO:0046686	4.757666666666667	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus. [GOC:ai]
577	GO:0034764	4.756599999999998	0.0	Any process that activates or increases the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other. [GOC:mah]
578	GO:0043552	4.750333333333334	0.0	Any process that activates or increases the frequency, rate or extent of phosphatidylinositol 3-kinase activity. [GOC:bf]
579	GO:2001239	4.748666666666667	0.0	Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway in absence of ligand. [GOC:mtg_apoptosis]
580	GO:0140104	4.7476666666666665	0.0	Directly binding to a specific ion or molecule and delivering it either to an acceptor molecule or to a specific location. [GOC:molecular_function_refactoring, GOC:pdt]
581	GO:0032733	4.744666666666666	0.0	Any process that activates or increases the frequency, rate, or extent of interleukin-10 production. [GOC:mah]
582	GO:0043235	4.740801587301589	0.0	Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:go_curators]
583	GO:0002366	4.7399	0.0	A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response. [GOC:add, ISBN:0781735149]
584	GO:0090218	4.735333333333334	0.0	Any process that increases the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid. [GOC:dph, GOC:tb]
585	GO:2001244	4.726333333333333	0.0	Any process that activates or increases the frequency, rate or extent of intrinsic apoptotic signaling pathway. [GOC:mtg_apoptosis]
586	GO:0007267	4.7242350649350575	0.0	Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions. [GOC:dos, GOC:mah]
587	GO:0008037	4.718257142857142	0.001	The process in which a cell in an organism interprets its surroundings. [GOC:go_curators]
588	GO:1904037	4.715	0.0	Any process that activates or increases the frequency, rate or extent of epithelial cell apoptotic process. [GO_REF:0000058, GOC:TermGenie, PMID:19137015]
589	GO:0008219	4.714534632034627	0.0	Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met
590	GO:0010883	4.711	0.0	Any process that modulates the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development. [GOC:BHF, GOC:dph, GOC:tb]
591	GO:0002639	4.71	0.0	Any process that activates or increases the frequency, rate, or extent of immunoglobulin production. [GOC:add]
592	GO:0098771	4.701414285714294	0.0	Any process involved in the maintenance of an internal steady state of inorganic ions within an organism or cell. [GOC:dos]
593	GO:0098586	4.700666666666667	0.0	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus. [GOC:dos]
594	GO:0005768	4.699140079365079	0.0	A vacuole to which materials ingested by endocytosis are delivered. [ISBN:0198506732, PMID:19696797]
595	GO:0050850	4.698	0.0	Any process that activates or increases the frequency, rate or extent of calcium-mediated signaling. [GOC:ai]
596	GO:0008217	4.691083333333332	0.0	Any process that modulates the force with which blood travels through the circulatory system. The process is controlled by a balance of processes that increase pressure and decrease pressure. [GOC:dph, GOC:mtg_cardio, ISBN:0721643949]
597	GO:0045621	4.6905833333333335	0.0	Any process that activates or increases the frequency, rate or extent of lymphocyte differentiation. [GOC:go_curators]
598	GO:0051881	4.688666666666667	0.0	Any process that modulates the establishment or extent of the mitochondrial membrane potential, the electric potential existing across the mitochondrial membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane. [GOC:ai]
599	GO:0031968	4.687333333333333	0.001	The outer, i.e. cytoplasm-facing in a cellular organelle, lipid bilayer of an organelle envelope. [GOC:mah]
600	GO:0008528	4.6855	0.002	Combining with a peptide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex. [GOC:dph, GOC:tb]
601	GO:0035239	4.6828333333333285	0.0	The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system. [GOC:bf, PMID:14624839]
602	GO:0061134	4.681666666666663	0.002	Binds to and modulates the activity of a peptidase, any enzyme that catalyzes the hydrolysis peptide bonds. [GOC:dph, GOC:tb]
603	GO:0019867	4.6789999999999985	0.001	The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites. [GOC:go_curators]
604	GO:0008201	4.671916666666665	0.0	Binding to heparin, a member of a group of glycosaminoglycans found mainly as an intracellular component of mast cells and which consist predominantly of alternating alpha-(1->4)-linked D-galactose and N-acetyl-D-glucosamine-6-sulfate residues. [GOC:jl, ISBN:0198506732]
605	GO:0046425	4.671333333333333	0.0	Any process that modulates the frequency, rate or extent of receptor signaling via JAK-STAT. [GOC:bf]
606	GO:0062013	4.6702499999999985	0.0	Any process that activates or increases the frequency, rate or extent of a small molecule metabolic process. [GOC:vw]
607	GO:0045637	4.6697611111111135	0.001	Any process that modulates the frequency, rate or extent of myeloid cell differentiation. [GOC:go_curators]
608	GO:1904646	4.664333333333333	0.0	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus. [GO_REF:0000071, GOC:TermGenie, PMID:23555824]
609	GO:2000573	4.6593333333333335	0.0	Any process that activates or increases the frequency, rate or extent of DNA biosynthetic process. [GOC:obol]
610	GO:0032689	4.658666666666667	0.0	Any process that stops, prevents, or reduces the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon. [GOC:add, GOC:mah, PMID:15546383]
611	GO:0030101	4.6568000000000005	0.001	The change in morphology and behavior of a natural killer cell in response to a cytokine, chemokine, cellular ligand, or soluble factor. [GOC:mgi_curators, ISBN:0781735149]
612	GO:0002711	4.655333333333334	0.0	Any process that activates or increases the frequency, rate, or extent of T cell mediated immunity. [GOC:add]
613	GO:0030669	4.649666666666667	0.0	The lipid bilayer surrounding a clathrin-coated endocytic vesicle. [GOC:mah]
614	GO:0009266	4.6474166666666665	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a temperature stimulus. [GOC:hb]
615	GO:0072503	4.6451666666666656	0.0	Any process involved in the maintenance of an internal steady state of divalent cations at the level of a cell. [GOC:mah]
616	GO:0007275	4.643238095238089	0.0	The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult). [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]
617	GO:0071417	4.642486147186151	0.0	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond. [GOC:mah]
618	GO:0002682	4.6394905503165615	0.0	Any process that modulates the frequency, rate, or extent of an immune system process. [GOC:add]
619	GO:0050829	4.637	0.0	Reactions triggered in response to the presence of a Gram-negative bacterium that act to protect the cell or organism. [GOC:ai]
620	GO:0043030	4.6353333333333335	0.0	Any process that modulates the frequency or rate of macrophage activation. [GOC:jl]
621	GO:0035094	4.631666666666666	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nicotine stimulus. [GOC:bf, GOC:ef, ISBN:0198506732, ISBN:0582227089]
622	GO:0010822	4.628	0.0	Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a mitochondrion. [GOC:dph, GOC:tb]
623	GO:1904892	4.627666666666666	0.0	Any process that modulates the frequency, rate or extent of receptor signaling via STAT. [GO_REF:0000058, GOC:rjd, GOC:TermGenie, PMID:24587195]
624	GO:0032388	4.626249999999999	0.0	Any process that activates or increases the frequency, rate or extent of the directed movement of substances within cells. [GOC:mah]
625	GO:0043525	4.6243333333333325	0.0	Any process that activates or increases the frequency, rate or extent of cell death of neurons by apoptotic process. [GOC:go_curators, GOC:mtg_apoptosis]
626	GO:0001653	4.6241666666666665	0.003	Combining with an extracellular or intracellular peptide to initiate a change in cell activity. [GOC:jl]
627	GO:0032653	4.617666666666667	0.0	Any process that modulates the frequency, rate, or extent of interleukin-10 production. [GOC:mah]
628	GO:0030010	4.612666666666667	0.0	The specification and formation of anisotropic intracellular organization or cell growth patterns. [GOC:mah]
629	GO:0007159	4.604333333333333	0.0	The attachment of a leukocyte to another cell via adhesion molecules. [GOC:go_curators]
630	GO:1904645	4.600666666666667	0.0	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus. [GO_REF:0000071, GOC:TermGenie, PMID:23555824]
631	GO:0042325	4.599934000300518	0.0	Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule. [GOC:jl]
632	GO:0061098	4.5969999999999995	0.0	Any process that increases the rate, frequency, or extent of protein tyrosine kinase activity. [GOC:dph, GOC:tb]
633	GO:0031400	4.596150000000006	0.001	Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein. [GOC:mah, GOC:tb]
634	GO:0042981	4.593849290415448	0.0	Any process that modulates the occurrence or rate of cell death by apoptotic process. [GOC:jl, GOC:mtg_apoptosis]
635	GO:0045936	4.588628571428564	0.001	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates. [GOC:go_curators]
636	GO:0051851	4.584666666666667	0.0	The process in which an organism effects a change in the structure or processes of a symbiont organism. The symbiont is defined as the smaller of the organisms involved in a symbiotic interaction. [GOC:cc]
637	GO:0022603	4.5823226773226695	0.0	Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis. [GOC:mah]
