abstract,1,2,3,4,5,6,7,8,9,10,Nada,Henry,Bacteria,Protein
15991056.txt,0,0,0,0,0,0,0,0,0,0,,,,
15992277.txt,0,0,0,0,0,0,0,0,0,0,,,,
1599248.txt,0,0,0,0,0,1,0,1,0,1,0,0,,
15993364.txt,0,0,0,0,0,0,0,0,0,0,,,,
15995200.txt,0,0,0,0,0,0,0,0,0,0,,,,
15995631.txt,0,0,0,0,0,0,0,0,0,0,,,,
15996190.txt,0,0,0,0,0,0,0,0,0,0,,,,
15996192.txt,0,0,0,0,0,0,0,0,0,0,,,,
16002672.txt,0,0,0,0,0,0,0,0,0,0,,,,
16002703.txt,0,0,0,0,0,0,0,0,0,0,,,,
16002715.txt,0,0,0,0,0,0,0,0,0,0,,,,
16003073.txt,0,0,0,0,0,0,0,0,0,0,,,,
16006523.txt,0,0,0,0,0,0,0,0,0,0,,,,
16008365.txt,0,0,0,0,0,0,0,0,0,0,,,,
16008411.txt,0,0,0,0,0,0,0,0,0,0,,,,
16008584.txt,0,0,0,0,0,0,0,0,0,0,,,,
16008618.txt,0,0,0,0,0,0,0,0,0,0,,,,
16009719.txt,0,0,0,0,0,0,0,0,0,0,,,,
16012751.txt,0,0,0,0,0,0,0,0,0,0,,,,
16012843.txt,0,0,0,0,0,0,0,0,0,0,,,,
16013263.txt,0,0,0,0,0,0,0,0,0,0,,,,
16014564.txt,0,0,0,0,0,0,0,0,0,0,,,,
16021475.txt,0,0,0,0,0,0,0,0,0,0,,,,
16022798.txt,0,0,0,0,0,0,0,0,0,0,,,,
16023838.txt,0,0,0,0,0,0,0,0,0,0,,,,
16027024.txt,0,0,0,0,0,0,0,0,0,0,,,,
16030146.txt,0,0,0,0,0,0,0,0,0,0,,,,
16030192.txt,0,0,0,0,0,0,0,0,0,0,,,,
16032557.txt,0,0,0,0,0,0,0,0,0,0,,,,
16032883.txt,0,0,0,0,0,0,0,0,0,0,,,,
16033530.txt,0,0,0,0,0,0,0,0,0,0,,,,
16034105.txt,0,0,0,0,0,0,0,0,0,0,,,,
16034117.txt,0,0,0,0,0,0,0,0,0,0,,,,
16034418.txt,0,0,0,0,0,0,0,0,0,0,,,,
16034754.txt,0,0,0,0,0,0,0,0,0,0,,,,
16036501.txt,0,0,0,0,0,0,0,0,0,0,,,,
16039807.txt,0,0,0,0,0,0,0,0,0,0,,,,
16040961.txt,0,0,1,0,0,1,1,1,0,1,2,2,Mycobacterium tuberculosis,HBD-2
16042809.txt,0,0,0,0,0,0,0,0,0,0,,,,
16045736.txt,0,0,0,0,0,0,0,0,0,0,,,,
16047468.txt,0,0,0,0,0,0,0,0,0,0,,,,
16047880.txt,0,0,0,0,0,0,0,0,0,0,,,,
16048435.txt,0,0,0,0,0,0,0,0,0,0,,,,
16048546.txt,0,0,0,0,0,0,0,0,0,0,,,,
16049003.txt,0,0,0,0,0,0,0,0,0,0,,,,
16050033.txt,0,0,0,0,0,0,0,0,0,0,,,,
16061343.txt,0,0,0,0,0,0,0,0,0,0,,,,
16081829.txt,1,1,1,1,1,1,1,1,1,1,2,2,group B Streptococcus agalactiae ,"Bad, 14-3-3,caspase-9 and caspase-3."
16084268.txt,0,0,0,0,0,0,0,0,0,0,,,,
16091125.txt,0,0,0,0,0,0,0,0,0,0,,,,
16091471.txt,0,0,0,0,0,0,0,0,0,0,,,,
1609555.txt,0,0,0,0,0,0,0,0,0,0,,,,
16096455.txt,0,0,0,0,0,0,0,0,0,0,,,,
16097044.txt,0,0,0,0,0,0,0,0,0,0,,,,
16098656.txt,0,0,0,0,0,0,0,0,0,0,,,,
16101361.txt,0,0,0,0,0,0,0,0,0,0,,,,
16101394.txt,0,0,0,0,0,0,0,0,0,0,,,,
16101819.txt,1,0,1,0,1,1,1,1,1,1,0,0,,
16102723.txt,0,0,0,0,0,0,0,0,0,0,,,,
16104984.txt,0,0,0,0,0,0,0,0,0,0,,,,
16107279.txt,1,1,1,1,1,1,1,1,1,1,2,2,Lactobacilli,IFN-gamma
16110808.txt,0,0,0,0,0,0,0,0,0,0,,,,
16112310.txt,0,0,0,0,0,0,0,0,0,0,,,,
16112809.txt,0,0,0,0,0,0,0,0,0,0,,,,
16113266.txt,1,1,1,1,1,1,1,1,1,1,1,1,Mannheimia haemolytica, beta(2) integrin CD11a/CD18
16113356.txt,0,0,0,0,0,0,0,0,0,0,,,,
16115195.txt,0,0,0,0,0,0,0,0,0,0,,,,
16116198.txt,0,0,0,0,0,0,0,0,0,0,,,,
16116906.txt,0,0,0,0,0,0,0,0,0,0,,,,
16127019.txt,0,0,0,0,0,0,0,0,0,0,,,,
16127066.txt,0,0,0,0,0,0,0,0,0,0,,,,
16132619.txt,0,0,0,0,0,1,1,0,0,0,0,0,,
16134084.txt,0,0,0,0,0,0,0,0,0,0,,,,
16137640.txt,0,0,0,0,0,0,0,0,0,0,,,,
16137665.txt,0,0,0,0,0,0,0,0,0,0,,,,
16138194.txt,0,0,0,0,0,0,0,0,0,0,,,,
16141243.txt,0,0,0,0,0,0,0,0,0,0,,,,
16141341.txt,0,0,0,0,0,0,0,0,0,0,,,,
16142101.txt,0,0,0,0,0,0,0,0,0,0,,,,
16148102.txt,0,0,0,0,1,1,0,1,1,1,0,0,,
16148122.txt,0,0,0,0,0,0,0,0,0,0,,,,
16149476.txt,0,0,0,0,0,0,0,0,0,0,,,,
16151213.txt,0,0,0,0,0,0,0,0,0,0,,,,
16151223.txt,0,0,0,0,0,0,0,0,0,0,,,,
16153173.txt,0,0,0,0,0,0,0,0,0,0,,,,
16157486.txt,0,0,0,0,0,0,0,0,0,0,,,,
16166730.txt,0,0,0,0,0,0,0,0,0,0,,,,
16173093.txt,0,0,0,0,0,0,0,0,0,0,,,,
16177083.txt,0,0,0,0,0,0,0,0,0,0,,,,
16177106.txt,0,0,0,0,0,0,0,0,0,0,,,,
16180207.txt,0,0,0,0,0,0,0,0,0,0,,,,
16182394.txt,0,0,0,0,0,0,0,0,0,0,,,,
16183642.txt,0,0,0,0,0,0,0,0,0,0,,,,
16184519.txt,0,0,0,0,0,1,0,0,0,1,,2,H. pylori,Vascular endothelial growth factor
16190192.txt,0,0,0,0,0,0,0,0,0,0,,,,
16199283.txt,0,0,0,0,0,0,0,0,0,0,,,,
16199569.txt,0,0,0,0,0,0,0,0,0,0,,,,
16199663.txt,0,0,0,0,0,0,0,0,0,0,,,,
16204185.txt,0,0,0,0,0,0,0,0,0,0,,,,
16204540.txt,0,0,0,0,0,0,0,0,0,0,,,,
16204619.txt,0,0,0,0,0,0,0,0,0,0,,,,
16208474.txt,0,0,0,0,0,0,0,0,0,0,,,,
16210672.txt,0,0,0,0,0,0,0,0,0,0,,,,
16210858.txt,0,0,0,0,0,0,0,0,0,0,,,,
16219475.txt,0,0,0,0,0,0,0,0,0,0,,,,
16221763.txt,0,0,0,0,0,0,0,0,0,0,,,,
16229783.txt,0,0,0,0,0,0,0,0,0,0,,,,
16233770.txt,0,0,0,0,0,0,0,0,0,0,,,,
16235343.txt,0,0,0,0,0,0,0,0,0,0,,,,
16236593.txt,0,0,0,0,0,0,0,0,0,0,,,,
16236866.txt,0,0,0,0,0,0,0,0,0,0,,,,
16237062.txt,0,0,0,0,0,0,0,0,0,0,,,,
16237099.txt,0,0,0,0,0,0,0,0,0,0,,,,
16237103.txt,0,0,0,0,0,0,0,0,0,0,,,,
16239118.txt,0,0,0,0,0,0,0,0,0,0,,,,
16239544.txt,0,0,0,0,0,0,0,0,0,0,,,,
16240461.txt,0,0,0,0,0,0,0,0,0,0,,,,
16242370.txt,0,0,0,0,0,1,0,0,0,0,,,,
16246183.txt,0,0,0,0,0,0,0,0,0,0,,,,
16246728.txt,0,0,0,0,0,0,0,0,0,0,,,,
16247302.txt,0,0,0,0,0,0,0,0,0,0,,,,
16247433.txt,0,0,0,0,0,0,0,0,0,0,,,,
16251366.txt,0,0,0,0,0,0,0,0,0,0,,,,
16251478.txt,0,0,0,0,0,0,0,0,0,0,,,,
16251484.txt,0,0,0,0,0,0,0,0,0,0,,,,
16252812.txt,0,0,0,0,0,0,0,0,0,0,,,,
16253456.txt,0,0,0,0,0,0,0,0,0,0,,,,
16253884.txt,0,0,0,0,0,0,0,0,0,0,,,,
16254053.txt,0,0,0,0,0,0,0,0,0,0,,,,
1625582.txt,0,0,0,0,0,0,0,0,0,0,,,,
16260296.txt,0,0,0,0,0,0,0,0,0,0,,,,
16263754.txt,1,1,1,0,1,1,1,1,1,1,,0,,
16271513.txt,0,0,0,0,0,0,0,0,0,0,,,,
16275717.txt,0,0,0,0,0,0,0,0,0,0,,,,
16275718.txt,0,0,0,0,0,0,0,0,0,0,,,,
16279537.txt,0,0,0,0,0,0,0,0,0,0,,,,
16279597.txt,0,0,0,0,0,0,0,0,0,0,,,,
16283346.txt,0,0,0,0,0,0,0,0,0,0,,,,
16284456.txt,0,0,0,0,0,0,0,0,0,0,,,,
16288024.txt,0,0,0,0,0,0,0,0,0,0,,,,
16289400.txt,0,0,0,0,0,0,0,0,0,0,,,,
16291652.txt,0,0,0,0,0,0,0,0,0,0,,,,
16291682.txt,0,0,0,0,0,0,0,0,0,0,,,,
16293406.txt,0,0,0,0,0,0,0,0,0,0,,,,
16293782.txt,0,0,0,0,0,0,0,0,0,0,,,,
16299317.txt,1,1,1,1,1,1,1,1,1,1,,2,Anaplasma phagocytophilum,"Mcl-1, procaspase-3"
16301632.txt,0,0,0,0,0,0,0,0,0,0,,,,
16303407.txt,0,0,0,0,0,0,0,0,0,0,,,,
1630917.txt,0,0,0,0,0,0,0,0,0,0,,,,
16309671.txt,0,0,0,0,0,0,0,0,0,0,,,,
16313414.txt,0,0,0,0,0,0,0,0,0,0,,,,
16318654.txt,0,0,0,0,0,0,0,0,0,0,,,,
16318859.txt,0,0,0,0,0,0,0,0,0,0,,,,
16319468.txt,0,0,0,0,0,0,0,0,0,0,,,,
16322581.txt,0,0,0,0,0,0,0,0,0,0,,,,
16324820.txt,0,0,0,0,0,0,0,0,0,0,,,,
16324858.txt,0,0,0,0,0,0,0,0,0,0,,,,
16326113.txt,0,0,0,0,0,0,0,0,0,0,,,,
16329852.txt,0,0,0,0,0,0,0,0,0,0,,,,
16332233.txt,0,0,0,0,0,0,0,0,0,0,,,,
16332745.txt,0,0,0,0,0,0,0,0,0,0,,,,
16337482.txt,0,0,0,0,0,0,0,0,0,0,,,,
16339550.txt,0,0,0,0,0,0,0,0,0,0,,,,
16345181.txt,0,0,0,0,0,0,0,0,0,0,,,,
16345338.txt,0,0,0,0,0,0,0,0,0,0,,,,
16347493.txt,0,0,0,0,0,0,0,0,0,0,,,,
16347617.txt,0,0,0,0,0,0,0,0,0,0,,,,
16348030.txt,0,0,0,0,0,0,0,0,0,0,,,,
16349740.txt,0,0,0,0,0,0,0,0,0,0,,,,
16354781.txt,0,0,0,0,0,0,0,0,0,0,,,,
16355766.txt,0,0,0,0,0,0,0,0,0,0,,,,
16355772.txt,0,0,0,0,0,0,0,0,0,0,,,,
16360114.txt,0,0,0,0,0,0,0,0,0,0,,,,
16361337.txt,0,0,0,0,0,0,0,0,0,0,,,,
16362817.txt,0,0,0,0,0,0,0,0,0,0,,,,
16362882.txt,0,0,0,0,0,0,0,0,0,0,,,,
16363802.txt,0,0,0,0,0,0,0,0,0,0,,,,
16364440.txt,0,0,0,0,0,0,0,0,0,0,,,,
16366060.txt,0,0,0,0,0,0,0,0,0,0,,,,
16368997.txt,0,0,0,0,0,0,0,0,0,0,,,,
16369024.txt,0,0,0,0,0,0,0,0,0,0,,,,
16369686.txt,1,1,1,1,1,1,1,1,1,1,,,,
16369779.txt,0,0,0,0,0,0,0,0,0,0,,,,
1637158.txt,0,0,0,0,0,0,0,0,0,0,,,,
16376570.txt,0,0,0,0,0,0,0,0,0,0,,,,
16380491.txt,0,0,0,0,0,0,0,0,0,0,,,,
16385026.txt,0,0,0,0,0,0,0,0,0,0,,,,
16385811.txt,0,0,0,0,0,0,0,0,0,0,,,,
16385962.txt,0,0,0,0,0,0,0,0,0,0,,,,
16386652.txt,0,0,0,0,0,0,0,0,0,0,,,,
16390227.txt,0,0,0,0,0,0,0,0,0,0,,,,
16390457.txt,0,0,0,0,0,0,0,0,0,0,,,,
16393674.txt,0,0,0,0,0,0,0,0,0,0,,,,
16393963.txt,0,0,0,0,0,0,0,0,0,0,,,,
16393968.txt,0,0,0,0,0,0,0,0,0,0,,,,
16394002.txt,0,0,0,0,0,0,0,0,0,0,,,,
1639504.txt,0,0,0,0,0,0,0,0,0,0,,,,
16395717.txt,0,0,0,0,0,0,0,0,0,0,,,,
16395758.txt,0,0,0,0,0,0,0,0,0,0,,,,
1639779.txt,0,0,0,0,0,0,0,0,0,0,,,,
16401723.txt,0,0,0,0,0,0,0,0,0,0,,,,
16402191.txt,0,0,0,0,0,0,0,0,0,0,,,,
16403883.txt,0,0,0,0,0,0,0,0,0,0,,,,
16405934.txt,0,0,0,0,0,0,0,0,0,0,,,,
16412042.txt,0,0,0,0,0,0,0,0,0,0,,,,
16413062.txt,0,0,0,0,0,0,0,0,0,0,,,,
16415594.txt,0,0,0,0,0,0,0,0,0,0,,,,
16417227.txt,0,0,0,0,0,0,0,0,0,0,,,,
16418282.txt,0,0,0,0,0,0,0,0,0,0,,,,
16423056.txt,0,0,0,0,0,0,0,0,0,0,,,,
16424201.txt,0,0,0,0,0,0,0,0,0,0,,,,
16424394.txt,0,0,0,0,0,0,0,0,0,0,,,,
16425131.txt,0,0,0,0,0,0,0,0,0,0,,,,
16425725.txt,0,0,0,0,0,0,0,0,0,0,,,,
16426773.txt,1,1,1,1,1,1,1,1,1,1,,,,
16428198.txt,0,0,0,0,0,0,0,0,0,0,,,,
16428774.txt,0,0,0,0,0,0,0,0,0,0,,,,
16428786.txt,0,0,0,0,0,0,0,0,0,0,,,,
16428856.txt,0,0,0,0,0,0,0,0,0,0,,,,
16431041.txt,0,0,0,0,0,0,0,0,0,0,,,,
16434984.txt,0,0,0,0,0,0,0,0,0,0,,,,
16436542.txt,0,0,0,0,0,0,0,0,0,0,,,,
16436710.txt,0,0,0,0,0,0,0,0,0,0,,,,
16436752.txt,0,0,0,0,0,0,0,0,0,0,,,,
16441873.txt,0,0,0,0,0,0,0,0,0,0,,,,
16445682.txt,0,0,0,0,0,0,1,0,0,1,,,,
16445752.txt,0,0,0,0,0,0,0,0,0,0,,,,
1644826.txt,0,0,0,0,0,0,0,0,0,0,,,,
16449667.txt,0,0,0,0,0,0,0,0,0,0,,,,
16449979.txt,0,0,0,0,0,0,0,0,0,0,,,,
16450587.txt,0,0,0,0,0,0,0,0,0,0,,,,
16451208.txt,0,0,0,0,0,0,0,0,0,0,,,,
16454412.txt,0,0,0,0,0,0,0,0,0,0,,,,
16458346.txt,0,0,0,0,0,0,0,0,0,0,,,,
16459072.txt,0,0,0,0,0,0,0,0,0,0,,,,
16459143.txt,0,0,0,0,0,0,0,0,0,0,,,,
16464858.txt,0,0,0,0,0,0,0,0,0,0,,,,
16465630.txt,0,0,0,0,0,0,0,0,0,0,,,,
16466635.txt,0,0,0,0,0,0,0,0,0,0,,,,
16467301.txt,0,0,0,0,0,0,0,0,0,0,,,,
16478544.txt,0,0,0,0,0,0,0,0,0,0,,,,
16479529.txt,0,0,0,0,0,0,0,0,0,0,,,,
16482216.txt,0,0,0,0,0,0,0,0,0,0,,,,
16482346.txt,0,0,0,0,0,0,0,0,0,0,,,,
16483735.txt,0,0,0,0,0,0,0,0,0,0,,,,
16492149.txt,0,0,0,0,0,0,0,0,0,0,,,,
16493087.txt,0,0,0,0,0,0,0,0,0,0,,,,
16493599.txt,1,1,1,1,1,1,1,1,1,1,,,,
16495514.txt,0,0,0,0,0,0,0,0,0,0,,,,
16495527.txt,0,0,0,0,0,0,0,0,0,0,,,,
16495554.txt,0,0,1,0,0,1,1,1,0,1,,,,
16496854.txt,0,0,0,0,0,0,0,0,0,0,,,,
16498449.txt,0,0,0,0,0,0,0,0,0,0,,,,
16500130.txt,0,0,0,0,0,0,0,0,0,0,,,,
16501569.txt,0,0,0,0,0,0,0,0,0,0,,,,
16503409.txt,0,0,0,0,0,0,0,0,0,0,,,,
16505140.txt,0,0,0,0,0,0,0,0,0,0,,,,
16505165.txt,0,0,0,0,0,0,0,0,0,0,,,,
16506550.txt,0,0,0,0,0,0,0,0,0,0,,,,
16511129.txt,0,0,0,0,0,0,0,0,0,0,,,,
16513745.txt,0,0,0,0,0,0,0,0,0,0,,,,
16515655.txt,0,0,0,0,0,0,0,0,0,0,,,,
16516978.txt,0,0,0,0,0,0,0,0,0,0,,,,
16517731.txt,0,0,0,0,0,0,0,0,0,0,,,,
16517742.txt,0,0,0,0,0,0,0,0,0,0,,,,
16520007.txt,0,0,0,0,0,0,0,0,0,0,,,,
16521453.txt,0,0,0,0,0,0,0,0,0,0,,,,
16522473.txt,0,0,0,0,0,0,0,0,0,0,,,,
16524408.txt,0,0,0,0,0,0,0,0,0,0,,,,
16524480.txt,0,0,0,0,0,0,0,0,0,0,,,,
16524545.txt,0,0,0,0,0,0,0,0,0,0,,,,
16528584.txt,0,0,0,0,0,0,0,0,0,0,,,,
16533807.txt,1,1,1,1,1,1,1,1,1,1,,,,
16535358.txt,0,0,0,0,0,0,0,0,0,0,,,,
16538682.txt,0,0,0,0,0,0,0,0,0,0,,,,
16540459.txt,0,0,0,0,0,0,0,0,0,0,,,,
16541135.txt,0,0,0,0,0,0,0,0,0,0,,,,
16546999.txt,0,0,0,0,0,0,0,0,0,0,,,,
16547705.txt,0,0,0,0,0,0,0,0,0,0,,,,
16548817.txt,0,0,0,0,0,0,0,0,0,0,,,,
16550632.txt,0,0,0,0,0,0,0,0,0,0,,,,
16552054.txt,0,0,0,0,0,0,0,0,0,0,,,,
1655528.txt,0,0,0,0,0,0,0,0,0,0,,,,
1655637.txt,0,0,0,0,0,0,0,0,0,0,,,,
16556434.txt,0,0,0,0,0,0,0,0,0,0,,,,
16557024.txt,0,0,0,0,0,0,0,0,0,0,,,,
16570037.txt,0,0,0,0,0,0,0,0,0,0,,,,
16578825.txt,0,0,0,0,0,0,0,0,0,0,,,,
16581123.txt,0,0,0,0,0,0,0,0,0,0,,,,
16581155.txt,0,0,0,0,0,0,0,0,0,0,,,,
16584607.txt,0,0,0,0,0,0,0,0,0,0,,,,
16585543.txt,0,0,0,0,0,0,0,0,0,0,,,,
16585571.txt,0,0,0,0,0,0,0,0,0,0,,,,
16593176.txt,0,0,0,0,0,0,0,0,0,0,,,,
16595015.txt,0,0,0,0,0,0,0,0,0,0,,,,
16597676.txt,0,0,0,0,0,0,0,0,0,0,,,,
16598819.txt,0,0,0,0,0,0,0,0,0,0,,,,
1660040.txt,0,0,0,0,0,0,0,0,0,0,,,,
16600681.txt,0,0,0,0,0,0,0,0,0,0,,,,
16600990.txt,0,0,0,0,0,0,0,0,0,0,,,,
16604419.txt,0,0,0,0,0,0,0,0,0,0,,,,
16617022.txt,0,0,0,0,0,0,0,0,0,0,,,,
16620780.txt,0,0,0,0,0,0,0,0,0,0,,,,
16620788.txt,0,0,0,0,0,0,0,0,0,0,,,,
16621997.txt,0,1,1,0,1,1,1,1,1,1,,,,
16622216.txt,0,0,0,0,0,0,0,0,0,0,,,,
16622898.txt,0,0,0,0,0,0,0,0,0,0,,,,
16625114.txt,0,0,0,0,0,0,0,0,0,0,,,,
16625117.txt,0,0,0,0,0,0,0,0,0,0,,,,
16629752.txt,0,0,0,0,0,0,0,0,0,0,,,,
16634885.txt,0,0,0,0,0,0,0,0,0,0,,,,
16636988.txt,0,0,0,0,0,0,0,0,0,0,,,,
16642038.txt,0,0,0,0,0,0,0,0,0,0,,,,
16649379.txt,0,0,0,0,0,0,0,0,0,0,,,,
16651387.txt,0,0,0,0,0,0,0,0,0,0,,,,
1665322.txt,0,0,0,0,0,0,0,0,0,0,,,,
16670328.txt,0,0,0,0,0,0,0,0,0,0,,,,
16670332.txt,0,0,0,0,0,0,0,0,0,0,,,,
16670645.txt,0,0,0,0,0,0,0,0,0,0,,,,
16672525.txt,0,0,0,0,0,0,0,0,0,0,,,,
16675454.txt,0,0,0,0,0,0,0,0,0,0,,,,
16677290.txt,0,0,0,0,0,0,0,0,0,0,,,,
16677603.txt,0,0,0,0,0,0,0,0,0,0,,,,
16682120.txt,0,0,0,0,0,0,0,0,0,0,,,,
16690488.txt,0,0,0,0,0,0,0,0,0,0,,,,
166961.txt,0,0,0,0,0,0,0,0,0,0,,,,
16701327.txt,0,0,0,0,0,0,0,0,0,0,,,,
16709873.txt,0,0,0,0,0,0,0,0,0,0,,,,
16710454.txt,1,1,1,1,1,1,1,1,1,1,,,,
16714338.txt,0,0,0,0,0,0,0,0,0,0,,,,
16715773.txt,0,0,0,0,0,0,0,0,0,0,,,,
16715818.txt,0,0,0,0,0,0,0,0,0,0,,,,
16716249.txt,0,0,0,0,0,0,0,0,0,0,,,,
16730065.txt,0,0,0,0,0,0,0,0,0,0,,,,
16730458.txt,0,0,0,0,0,0,0,0,0,0,,,,
16732451.txt,0,0,0,0,0,0,0,0,0,0,,,,
16740733.txt,0,0,0,0,0,0,0,0,0,0,,,,
16741230.txt,0,0,0,0,0,0,0,0,0,0,,,,
16751401.txt,1,1,1,1,1,1,1,1,1,1,,,,
16751404.txt,0,0,0,0,0,0,0,0,0,0,,,,
16754672.txt,0,0,0,0,0,0,0,0,0,0,,,,
16756998.txt,0,0,0,0,0,0,0,0,0,0,,,,
16757615.txt,0,0,0,0,0,0,0,0,0,0,,,,
16767602.txt,0,0,0,0,0,0,0,0,0,0,,,,
16784203.txt,0,0,0,0,0,0,0,0,0,0,,,,
16785522.txt,0,0,0,0,0,0,0,0,0,0,,,,
16788193.txt,0,0,0,0,0,0,0,0,0,0,,,,
16790766.txt,0,0,0,0,0,0,0,0,0,0,,,,
16790770.txt,0,0,0,0,0,0,0,0,0,0,,,,
16791589.txt,0,0,0,0,0,0,0,0,0,0,,,,
16791845.txt,0,0,0,0,0,0,0,0,0,0,,,,
16792697.txt,0,0,0,0,0,0,0,0,0,0,,,,
16793735.txt,0,0,0,0,0,0,0,0,0,0,,,,
16797165.txt,0,0,0,0,0,0,0,0,0,0,,,,
16797208.txt,0,0,0,0,0,0,0,0,0,0,,,,
16798009.txt,0,0,0,0,0,0,0,0,0,0,,,,
16804170.txt,0,0,0,0,0,0,0,0,0,0,,,,
16804184.txt,0,0,0,0,0,0,0,0,0,0,,,,
16804511.txt,0,0,0,0,0,0,0,0,0,0,,,,
1680548.txt,0,0,0,0,0,0,0,0,0,0,,,,
16808342.txt,0,0,0,0,0,0,0,0,0,0,,,,
1680874.txt,0,0,0,0,0,0,0,0,0,0,,,,
16813257.txt,0,0,0,0,0,0,0,0,0,0,,,,
16818087.txt,0,0,0,0,0,0,0,0,0,0,,,,
16818759.txt,0,0,0,0,0,0,0,0,0,0,,,,
16818777.txt,0,0,0,0,0,0,0,0,0,0,,,,
16820472.txt,0,0,0,0,0,0,0,0,0,0,,,,
16821496.txt,0,0,0,0,0,0,0,0,0,0,,,,
1682251.txt,0,0,0,0,0,0,0,0,0,0,,,,
16824094.txt,0,0,0,0,0,0,0,0,0,0,,,,
16827729.txt,0,0,0,0,0,0,0,0,0,0,,,,
16829060.txt,0,0,0,0,0,0,0,0,0,0,,,,
16831548.txt,0,0,0,0,0,0,0,0,0,0,,,,
16839417.txt,0,0,0,0,0,0,0,0,0,0,,,,
1684571.txt,0,0,0,0,0,0,0,0,0,0,,,,
16846931.txt,0,0,0,0,0,0,0,0,0,0,,,,
16849274.txt,0,0,0,0,0,0,0,0,0,0,,,,
16849488.txt,0,0,0,0,0,0,0,0,0,0,,,,
16849765.txt,0,0,0,0,0,0,0,0,0,0,,,,
16850160.txt,0,0,0,0,0,0,0,0,0,0,,,,
16854068.txt,0,0,0,0,0,0,0,0,0,0,,,,
16854559.txt,0,0,0,0,0,0,0,0,0,0,,,,
16856939.txt,0,0,0,0,0,0,0,0,0,0,,,,
16860904.txt,0,0,0,0,0,0,0,0,0,0,,,,
16863907.txt,0,0,0,0,0,0,0,0,0,0,,,,
16865051.txt,0,0,0,0,0,0,0,0,0,0,,,,
1686614.txt,0,0,0,0,0,0,0,0,0,0,,,,
16866929.txt,0,0,0,0,0,0,0,0,0,0,,,,
168680.txt,0,0,0,0,0,0,0,0,0,0,,,,
16868782.txt,0,0,0,0,0,0,0,0,0,0,,,,
16869519.txt,0,0,0,0,0,0,0,0,0,0,,,,
16872896.txt,0,0,0,0,0,0,0,0,0,0,,,,
16880512.txt,0,0,0,0,0,0,0,0,0,0,,,,
16881550.txt,0,0,0,0,0,0,0,0,0,0,,,,
16882031.txt,0,0,0,0,0,0,0,0,0,0,,,,
1688427.txt,0,0,0,0,0,0,0,0,0,0,,,,
16887982.txt,0,0,0,0,0,0,0,0,0,0,,,,
16889626.txt,1,1,1,1,1,1,1,1,1,1,,,,
16889665.txt,0,0,0,0,0,0,0,0,0,0,,,,
16890539.txt,0,0,0,0,0,0,0,0,0,0,,,,
1689624.txt,0,0,0,0,0,0,0,0,0,0,,,,
1689881.txt,0,0,0,0,0,0,0,0,0,0,,,,
16899492.txt,0,0,0,0,0,0,0,0,0,0,,,,
16899975.txt,0,0,0,0,0,0,0,0,0,0,,,,
16900533.txt,0,0,0,0,0,0,0,0,0,0,,,,
16901042.txt,0,0,0,0,0,0,0,0,0,0,,,,
16901591.txt,0,0,0,0,0,0,0,0,0,0,,,,
16906582.txt,0,0,0,0,0,0,0,0,0,0,,,,
16913918.txt,0,0,0,0,0,0,0,0,0,0,,,,
16916760.txt,0,0,0,0,0,0,0,0,0,0,,,,
16920786.txt,0,0,0,0,0,0,0,0,0,0,,,,
16920945.txt,0,0,0,0,0,0,0,0,0,0,,,,
16920948.txt,0,0,0,0,0,0,0,0,0,0,,,,
16921381.txt,0,1,1,0,0,1,1,1,1,1,,,,
16922052.txt,0,0,0,0,0,0,0,0,0,0,,,,
1692316.txt,0,0,0,0,0,0,0,0,0,0,,,,
16926411.txt,0,0,0,0,0,1,0,0,0,1,,,,
16930538.txt,0,0,0,0,0,0,0,0,0,0,,,,
16931410.txt,0,0,0,0,0,0,0,0,0,0,,,,
1693939.txt,0,0,0,0,0,0,0,0,0,0,,,,
16940086.txt,0,0,0,0,0,0,0,0,0,0,,,,
16945694.txt,0,0,0,0,0,0,0,0,0,0,,,,
16946264.txt,0,0,0,0,0,0,0,0,0,0,,,,
16948641.txt,0,0,0,0,0,0,0,0,0,0,,,,
16951184.txt,0,0,0,0,0,0,0,0,0,0,,,,
16951337.txt,0,0,0,0,0,0,0,0,0,0,,,,
16951355.txt,0,0,0,0,0,0,0,0,0,0,,,,
16954397.txt,0,0,0,0,0,0,0,0,0,0,,,,
16957188.txt,0,0,0,0,0,0,0,0,0,0,,,,
16958909.txt,0,0,0,0,0,0,0,0,0,0,,,,
16958910.txt,0,0,0,0,0,0,0,0,0,0,,,,
16961575.txt,0,0,0,0,0,0,0,0,0,0,,,,
16961803.txt,0,0,0,0,0,0,0,0,0,0,,,,
16963678.txt,0,0,0,0,0,0,0,0,0,0,,,,
16966496.txt,0,0,0,0,0,0,0,0,0,0,,,,
16973833.txt,0,0,0,0,0,0,0,0,0,0,,,,
16978419.txt,0,0,0,0,0,0,0,0,0,0,,,,
16979364.txt,0,0,1,0,1,1,0,1,0,1,,,,
16980452.txt,0,0,0,0,0,0,0,0,0,0,,,,
16982835.txt,0,0,0,0,0,0,0,0,0,0,,,,
16982861.txt,0,0,0,0,0,0,0,0,0,0,,,,
16982886.txt,0,0,0,0,0,0,0,0,0,0,,,,
16982895.txt,0,0,1,0,0,0,0,0,0,0,,,,
16984412.txt,0,0,0,0,0,0,0,0,0,0,,,,
16984414.txt,0,0,0,0,0,0,0,0,0,0,,,,
