ENSID,Symbol,Pubmed_IDs,Mammal,Parasite,Physical Interaction,Association,Knockout,Overexpression,Expression Change
ENSG00000171552,BCL2L1,22584375,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000154096,THY1,359462*26416757*1898902,mouse,P.berghei*P.yoelii*P.chabaudi,FALSE,TRUE,TRUE,FALSE,TRUE
ENSG00000120833,SOCS2,26765997*22544931,mouse,P.berghei*P.yoelii,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000122585,NPY,15700754*21149594,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000173020,ADRBK1,22745844,human,P.vivax,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000112299,VNN1,17312006,mouse,P.chabaudi,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000165272,AQP3,19393693,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000184584,TMEM173,21820332*27793594,mouse,P.yoelii*P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000134294,SLC38A2,23408887,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000104267,CA2,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000163702,IL17RC,22673309,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000179262,RAD23A,21149613,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000164398,ACSL6,3334857,macaque,P.knowlesi,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000107562,CXCL12,19824923*19346372*12057854,mouse*human,P.chabaudi*P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000115310,RTN4,21980529,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000172005,MAL,21149594,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000099942,CRKL,18426606,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000099785,2-Mar,21149609,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000198793,MTOR,23478020*28049467*26208778,mouse*human,P.berghei*P.falciparum*P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000163554,SPTA1,7724514*2567189*8428608*21744020*10318841*16006556*21149594*17414207*2205856,human*mouse,P.chabaudi*P.falciparum*P.berghei,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000134247,PTGFRN,19762465,mouse,P.yoelii,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000198356,ASNA1,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000060237,WNK1,18989463,human,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000118777,ABCG2,24281836,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000007908,SELE,26194693*20497057,human,P.vivax*P.falciparum,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000104894,CD37,20709950,mouse,P.yoelii,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000106546,AHR,24818665,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000198125,MB,16002312*21658247*2049335,human*mouse,P.falciparum*P.chabaudi,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000140945,CDH13,26744416,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000132437,DDC,25805752*19465909,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000157741,UBN2,21149594,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000108342,CSF3,27168977*20706538,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000119396,RAB14,22911692,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000000938,FGR,21949811,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000177000,MTHFR,24616178,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000111704,NANOG,19094235,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000159640,ACE,20117248,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000196776,CD47,25713361*27091932,mouse,P.berghei*P.yoelii,TRUE,FALSE,TRUE,FALSE,TRUE
ENSG00000138279,ANXA7,19910682,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000070808,CAMK2A,12499055,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000173585,CCR9,19824923,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000103569,AQP9,17636116*22836670,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000100567,PSMA3,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000005381,MPO,23866258*12826300,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000112096,SOD2,23872112*25573779,human*mouse,P.vivax*P.berghei,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000112149,CD83,15356156*21464084,human,hemozoin*P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000135077,HAVCR2, 26486943*27554340*23653017,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000154188,ANGPT1,23383853*22192385*21149594,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000112146,FBXO9,21149611,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000135914,HTR2B,21907583,human,P.falciparum,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000168439,STIP1,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000196189,SEMA4A,26296689,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000118523,CTGF,21652718,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000080986,NDC80,21652718,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000023330,ALAS1,7928069,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000100307,CBX7,21949811,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000161011,SQSTM1,26208778,mouse,P.berghei,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000100300,TSPO,27641616,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000102245,CD40LG,11485931*25261933,human*mouse,P.falciparum*P.berghei,FALSE,TRUE,TRUE,FALSE,FALSE
ENSG00000144802,NFKBIZ,22131231,mouse,P.falciparum,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000138821,SLC39A8,22949651,human*mouse,P.falciparum*P.chabaudi,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000162104,ADCY9,24098393*24934404,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000166888,STAT6,17200144*23297791*19109218,human*mouse,P.yoelii*P.falciparum*P.chabaudi,FALSE,TRUE,TRUE,FALSE,TRUE
ENSG00000184470,TXNRD2,21149594,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000163599,CTLA4,22319445*21149594*18174328*27320393,human*mouse,P.falciparum*P.berghei,FALSE,TRUE,TRUE,FALSE,TRUE
ENSG00000213928,IRF9,24474800,mouse,P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000127318,IL22,25388906*28139719*22566965*27311945,human*mouse,P.berghei*P.falciparum*P.chabaudi,FALSE,TRUE,TRUE,FALSE,TRUE
ENSG00000176697,BDNF,25451296*22750161*23123703,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000115263,GCG,15165991,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000115267,IFIH1,27793594*24362933*24474800,mouse,P.berghei*P.yoelii,TRUE,FALSE,TRUE,FALSE,TRUE
ENSG00000172071,EIF2AK3,22584375,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000104998,IL27RA,20631310,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000044115,CTNNA1,26416763,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000132356,PRKAA1,27568570,mouse,P.yoelii*P.falciparum*P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000111424,VDR,24139871,human,P.vivax,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000138684,IL21, 1954552*25763578*18299268,human*mouse,P.yoelii*P.falciparum*P.chabaudi,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000156261,CCT8,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000120438,TCP1,21558492,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000172673,THEMIS,25452553,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000166090,IL25,27871325,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000119699,TGFB3,10837206,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000068831,RASGRP2,21949811,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000112115,IL17A,26667835*23843079*27632786*26948901*22476130*27168977*22566965*26715893*26602091*28118834,mouse*human,P.vivax*P.chabaudi*P.falciparum*P.berghei,FALSE,TRUE,TRUE,FALSE,TRUE
ENSG00000124491,F13A1,21149598*9988331,mouse*human,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000022267,FHL1,26457721*26700768,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000111726,CMAS,21149594,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000005884,ITGA3,10816498,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000138430,OLA1,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000013725,CD6,26491700,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000111339,ART4,25954012,human,P.falciparum,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000078668,VDAC3,26499384,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000137801,THBS1,26194693*10391381*21573138,human,P.falciparum,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000128052,KDR,24885283*18595520*20716170*19346372*20065009,mouse*human,P.falciparum*P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000173546,CSPG4,21507719,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000095539,SEMA4G,11160243,mouse,P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000118689,FOXO3,25421486*23872112,human*mouse,P.falciparum*P.berghei,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000137672,TRPC6,23332153,human,P.falciparum,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000118113,MMP8,18700258*16865090,mouse*human,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000087088,BAX,22396790*18470700*12183040*16603602*18643960*12696008*26491700,mouse*human,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000144895,EIF2A,22584375,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000126759,CFP,22380611,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000156738,MS4A1,21264245,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000101049,SGK2,18989463,human,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000121769,FABP3,15482402*16002312,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000170606,HSPA4,23872112*22438997*18470700,mouse*human,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000085563,ABCB1,24281836,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000104783,KCNN4,20857305*26459896,mouse*human,P.knowlesi*P.yoelii*P.falciparum*P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000057663,ATG5,26399761,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000090534,THPO,10886200,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000196549,MME,22166136*19019204,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000184500,PROS1,8980257,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000120217,CD274,25883389*22319445*22157630,mouse*human,P.chabaudi*P.yoelii*P.falciparum*P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000185339,TCN2,7759977*8525419*17220211*8346988,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000069974,RAB27A,22911692,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000064012,CASP8,26491700*15033796*11865192,human*mouse,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000171885,AQP4,21904632*23277579,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000103222,ABCC1,24281836,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000111371,SLC38A1,23408887,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000115758,ODC1,6435607*2582110*8026898*21149594*9415968,mouse*human,P.falciparum*P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000158578,ALAS2,21149595,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000128683,GAD1,2332040,mouse,P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000138363,ATIC,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000188822,CNR2,27474745,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000144891,AGTR1,27643439 *27782175,mouse*human,P.falciparum*P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000261883,HMBS,21149594,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000167910,CYP7A1,21085987,mouse,P.chabaudi,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000133048,CHI3L1,25047113,human*mouse,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000198001,IRAK4,20595480,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000144381,HSPD1,10457214,mouse,P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000131095,GFAP,24966914,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000174697,LEP,12641196*22174834,mouse*human,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000143390,RFX5,18975003,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000179583,CIITA,18975003,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000075340,ADD2,23332153*21149594,human*mouse,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000198873,GRK5,26066465,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000142627,EPHA2,26612952,mouse,P.yoelii,TRUE,FALSE,TRUE,FALSE,TRUE
ENSG00000101557,USP14,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000114013,CD86,20713627*26902728*26169270*26348250*22732586*26901523,mouse*human,P.vivax*hemozoin*P.falciparum*P.berghei,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000232367,TAP1,15686587,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000065675,PRKCQ,20660606*21224058,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000139193,CD27,16469520*25556245,human,P.vivax*P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000183625,CCR3,16359553,mouse,P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000047597,XK,15805191,human,P.falciparum,TRUE,FALSE,TRUE,FALSE,FALSE
ENSG00000180667,YOD1,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000138623,SEMA7A,23617720,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000114115,RBP1,1283805,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000114113,RBP2,1283805,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000150455,TIRAP,26614847*21457584*17456769,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000185896,LAMP1,20500669*28122820*26208778*16301654*22780869,human*mouse,P.falciparum*P.berghei,TRUE,FALSE,TRUE,FALSE,TRUE
ENSG00000100079,LGALS2,20500087,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000081059,TCF7,26491700,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000095303,PTGS1,10348246,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000084674,APOB,20529383*2694079*18937849,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,TRUE
ENSG00000164171,ITGA2,23249684,human,P.vivax,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000198734,F5,5337147*21149594,mouse*human,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000153113,CAST,17359359,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000266641,MAPKAPK2,19359247*23468369,mouse,hemozoin*P.falciparum,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000147123,NDUFB11,23949311,mouse,P.chabaudi,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000029534,ANK1,21149594*22723917*12130521*11068188*12850263,mouse*human,P.berghei*P.falciparum*P.chabaudi,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000170581,STAT2,24474800,mouse,P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000090013,BLVRB,21558492,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000087274,ADD1,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000108561,C1QBP,17907801*27835682*21559373,human*mouse,P.falciparum*P.chabaudi,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000143507,DUSP10,24634491,mouse,P.chabaudi,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000182389,CACNB4,26499384,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000129473,BCL2L2,12696008,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000112759,SLC29A1,2651920*20113503,human,P.falciparum,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000124762,CDKN1A,18644885*20686121*11700040,human,hemozoin*P.falciparum,TRUE,FALSE,FALSE,FALSE,TRUE
ENSG00000176749,CDK5R1,10722743,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000005893,LAMP2,28122820,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000165553,NGB,20544857,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000171860,C3AR1,22949651,human*mouse,P.falciparum*P.chabaudi,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000124232,RBPJL,21149594,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000111321,LTBR,16177310*16048639*19017933*15788153,mouse,P.berghei*P.chabaudi,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000170515,PA2G4,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000152127,MGAT5,21767537,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000181104,F2R,26155776,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000153976,HS3ST3A1,22475533,human*mouse,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000070182,SPTB,17468340*18721457*2251243*26830761,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,TRUE
ENSG00000115884,SDC1,21124900*19121080*25805752*27556547,human*mouse,P.falciparum*P.chabaudi,TRUE,TRUE,FALSE,FALSE,FALSE
ENSG00000143226,FCGR2A,24594077 *19965803*11398118*22268665*23049979,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000125735,TNFSF14,19017933,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000075785,RAB7A,22911692*22780869,mouse,P.berghei,TRUE,FALSE,FALSE,FALSE,TRUE
ENSG00000157601,MX1,21949811,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000049768,FOXP3,23297791*27632786*19338000*18174328,human*mouse,P.falciparum*P.berghei,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000157350,ST3GAL2,21149601,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000141646,SMAD4,28078755,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000115364,MRPL19,26416759,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000138069,RAB1A,22911692,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000184863,RBM33,26416766,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000116183,PAPPA2,26416758,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000137561,TTPA,20403155*24363183*19923370,mouse,P.yoelii*P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000178562,CD28,15634900*15385476*22732586,mouse,P.chabaudi*P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000156587,UBE2L6,21149605,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000172936,MYD88,22516959*15623512*18008236*24478096*22463100*26667391,mouse,P.yoelii*P.falciparum*P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000168329,CX3CR1,19851453*21149594,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000163803,PLB1,7131182*26416757,mouse*human,P.falciparum*P.yoelii,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000165195,PIGA,15694483,mouse,P.yoelii,TRUE,FALSE,TRUE,FALSE,FALSE
ENSG00000143761,ARF1,19171150,human,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000106366,SERPINE1,21288821*8980257*21652718*24099998,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000116678,LEPR,12641196,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000132589,FLOT2,16521037,human,P.vivax,TRUE,FALSE,FALSE,FALSE,TRUE
ENSG00000121858,TNFSF10,24188121,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000162772,ATF3,17135448,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000163273,NPPC,19077312,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000179639,FCER1A,24098393,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000084207,GSTP1,25573779*19635899,human,P.vivax*P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000119655,NPC2,28122820,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000118785,SPP1,16765311*16552072,mouse*human,P.falciparum*P.chabaudi,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000148737,TCF7L2,18975003,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000118271,TTR,21652718*1283805,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000259207,ITGB3,21029292*20529383*15494426,human*mouse,P.falciparum*P.berghei,TRUE,FALSE,TRUE,FALSE,TRUE
ENSG00000114126,TFDP2,21149594,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000089692,LAG3,23264654*22157630,mouse*human,P.berghei*P.chabaudi*P.vinckei*P.falciparum*P.yoelii,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000002330,BAD,12696008*15033796,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000147168,IL2RG,21585397*21483851,mouse,P.falciparum*P.chabaudi,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000108953,YWHAE,22984113,human*mouse,P.falciparum*P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000115525,ST3GAL5,21149600,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000133112,TPT1,24465583,mouse,P.falciparum,TRUE,FALSE,FALSE,FALSE,FALSE
ENSG00000091583,APOH,7927698*28137845,human*mouse*rat,P.falciparum*P.berghei,TRUE,FALSE,TRUE,FALSE,TRUE
ENSG00000157005,SST,15206748*15700754,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000066926,FECH,7928069*25414439*21149594,human*mouse,P.falciparum*P.berghei,FALSE,FALSE,TRUE,FALSE,TRUE
ENSG00000185745,IFIT1,19865103*25583524*21949811,mouse*human,P.falciparum*P.berghei,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000165029,ABCA1,23381994*15632021*16471259,mouse*human,P.falciparum*P.berghei,FALSE,TRUE,TRUE,FALSE,FALSE
ENSG00000138071,ACTR2,19286135,human,P.berghei,TRUE,FALSE,TRUE,FALSE,FALSE
ENSG00000140968,IRF8,23853600*17675508,mouse,P.berghei*P.chabaudi,FALSE,TRUE,TRUE,FALSE,FALSE
ENSG00000091164,TXNL1,21744020,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000132906,CASP9,19015023*15033796*11865192,human*mouse,P.falciparum*P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000115594,IL1R1,25682948,mouse,P.berghei,FALSE,FALSE,TRUE,FALSE,FALSE
ENSG00000154118,JPH3,26416771,human,P.falciparum,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000127022,CANX,22584375,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000123405,NFE2,11160243,mouse,P.yoelii,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000087245,MMP2,23089194,mouse,P.berghei,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000173406,DAB1,18062806*25634076,human*mouse,P.falciparum*P.berghei,FALSE,TRUE,FALSE,FALSE,TRUE
ENSG00000160049,DFFA,12696008,human,P.falciparum,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000138670,RASGEF1B,20090772,mouse,P.chabaudi,FALSE,FALSE,FALSE,FALSE,TRUE
