abstract,rahul_bacteria,anshu_bacteria,rahul_malaria,anshu_malaria
17548606.txt,0,0,1,0
17548827.txt,0,0,0,0
17550374.txt,0,0,1,0
17554176.txt,0,0,0,1
17554182.txt,0,0,0,0
17554575.txt,0,0,0,0
17555834.txt,0,0,0,0
17560700.txt,0,0,0,0
17562224.txt,0,0,0,0
17562776.txt,1,0,1,0
17565186.txt,0,0,0,0
17566578.txt,0,0,0,0
17567742.txt,0,0,0,0
17572262.txt,0,0,0,0
17575196.txt,0,0,0,0
17575450.txt,0,0,0,1
17577067.txt,0,0,0,0
17578297.txt,0,0,1,0
17579070.txt,0,0,0,0
17579075.txt,1,0,0,0
17586953.txt,0,0,0,0
17587064.txt,0,0,0,0
17589542.txt,0,0,0,0
17593666.txt,0,0,0,0
17595116.txt,0,0,0,0
17596358.txt,0,0,0,0
17597075.txt,0,0,0,0
17597272.txt,0,0,0,0
17600041.txt,0,0,1,0
17600061.txt,0,0,0,0
17600076.txt,0,0,0,0
17600135.txt,0,0,0,1
17601143.txt,0,0,0,0
17608695.txt,0,0,0,0
17610832.txt,0,0,0,1
17615561.txt,0,0,0,0
17617607.txt,0,0,1,0
17617713.txt,0,0,0,0
17620711.txt,0,0,0,0
17620717.txt,0,0,0,0
1762152.txt,0,0,0,0
17623030.txt,0,0,0,0
17623694.txt,0,0,1,0
17624311.txt,1,0,0,0
17624592.txt,1,0,1,0
17626809.txt,0,0,0,0
17629370.txt,0,0,1,1
17630199.txt,0,0,1,0
17631048.txt,0,0,0,0
17631528.txt,0,0,0,1
17634937.txt,0,0,0,0
17635609.txt,0,0,0,1
17635872.txt,0,0,1,1
17641048.txt,0,0,1,0
17642746.txt,0,0,0,1
17643099.txt,0,0,0,0
17643815.txt,0,0,0,0
17644634.txt,0,0,0,0
17646163.txt,0,0,1,1
17649980.txt,0,0,0,0
17653288.txt,0,0,0,0
17653506.txt,0,0,1,1
17654346.txt,0,0,0,1
17658703.txt,0,0,0,1
17662044.txt,0,0,1,1
17662936.txt,0,0,0,1
17662939.txt,1,0,1,1
1766637.txt,0,0,0,1
17670880.txt,0,0,0,0
17671166.txt,0,0,0,0
17671374.txt,0,0,0,0
17675513.txt,0,0,1,0
17676871.txt,0,0,0,0
17682062.txt,1,0,1,0
17682994.txt,0,0,0,0
17684942.txt,0,0,0,0
17687012.txt,0,0,0,0
17692517.txt,0,0,0,0
17692921.txt,0,0,0,0
17693713.txt,0,0,0,1
17693726.txt,0,0,0,1
17699606.txt,1,0,0,0
17699646.txt,0,0,0,1
17701716.txt,0,0,0,0
17702649.txt,0,0,0,0
17705133.txt,1,0,1,0
17706770.txt,0,0,0,0
17709521.txt,0,1,1,0
17709770.txt,0,0,0,0
17713660.txt,0,0,1,0
17714441.txt,0,0,0,0
17714484.txt,0,0,0,0
17715921.txt,0,0,0,0
17716294.txt,0,0,0,0
1771932.txt,0,0,0,0
17722211.txt,1,0,0,0
17725455.txt,0,0,0,0
17725604.txt,0,0,0,0
17725649.txt,0,0,0,1
17726154.txt,0,0,1,1
17727687.txt,0,0,1,0
177408.txt,0,0,0,0
17760726.txt,0,0,1,1
17763506.txt,0,1,0,0
17764859.txt,0,0,0,0
17768248.txt,0,0,0,0
17768364.txt,0,0,0,0
1778136.txt,0,0,0,0
1778431.txt,0,0,0,0
1778432.txt,0,0,0,0
17785781.txt,0,0,1,0
17786229.txt,0,0,0,0
17786606.txt,0,0,1,1
17803106.txt,0,0,0,1
17804031.txt,0,0,0,0
17804078.txt,0,0,0,1
17804794.txt,1,0,1,0
17823754.txt,0,0,0,1
17828602.txt,0,0,0,0
1783430.txt,0,0,1,0
17845248.txt,0,0,1,0
1784746.txt,0,0,0,0
17867527.txt,0,0,0,0
17868944.txt,0,0,0,1
17869216.txt,0,0,1,1
17875202.txt,0,0,1,0
17878332.txt,0,0,1,0
17879010.txt,0,0,0,1
17880846.txt,0,0,0,0
17884733.txt,0,0,1,1
17894423.txt,1,0,1,0
17898272.txt,1,0,1,0
1790333.txt,0,0,0,1
17906828.txt,0,0,0,0
17909295.txt,0,1,0,1
17909296.txt,0,0,0,0
17911596.txt,0,0,1,0
17913002.txt,0,0,0,0
17913155.txt,0,0,0,0
17914867.txt,0,0,0,0
17915330.txt,1,0,1,0
17919279.txt,0,0,0,0
17924446.txt,1,0,1,0
17929089.txt,0,0,1,0
17932476.txt,0,0,0,0
17933890.txt,0,0,0,1
17934076.txt,0,0,0,0
17936683.txt,0,0,0,0
17938213.txt,0,0,1,0
17943182.txt,1,0,0,0
17944676.txt,0,0,0,0
17947663.txt,0,0,1,0
17951390.txt,0,0,0,0
17953572.txt,0,0,0,0
17961480.txt,0,0,0,0
17961484.txt,0,0,0,0
17964085.txt,0,0,0,0
17965611.txt,0,0,0,0
17971929.txt,0,0,0,0
17972941.txt,0,0,1,0
17974151.txt,0,0,1,0
17976730.txt,0,0,0,0
17977448.txt,0,0,0,0
17984207.txt,1,0,0,1
17989341.txt,0,0,0,0
17990109.txt,0,0,0,1
1799032.txt,0,0,0,0
17992453.txt,0,0,0,0
17996682.txt,0,0,1,0
17998130.txt,0,0,0,0
17998313.txt,0,0,1,1
18000399.txt,1,0,1,0
180013.txt,0,0,0,0
18004573.txt,0,0,1,0
18008143.txt,0,0,1,0
1801836.txt,0,0,0,0
18023379.txt,0,0,0,0
18024119.txt,0,0,1,0
18025172.txt,0,0,1,1
18027984.txt,0,0,0,0
18028369.txt,0,0,1,0
18031696.txt,0,0,1,1
18033844.txt,0,0,0,0
18034499.txt,0,0,0,1
18039834.txt,0,0,1,0
18042682.txt,1,0,0,0
18043644.txt,0,0,0,1
18049817.txt,0,0,0,0
18050889.txt,0,0,0,1
18051304.txt,0,0,0,0
18051771.txt,0,0,0,1
18053292.txt,0,0,0,0
18054936.txt,0,0,0,0
18056348.txt,0,0,1,0
1805762.txt,0,0,0,0
18057755.txt,0,0,1,0
18059279.txt,0,0,1,0
18061461.txt,0,0,0,0
18062478.txt,0,0,0,0
1806284.txt,0,0,1,0
18063719.txt,0,0,0,0
18066115.txt,0,0,0,0
18070571.txt,0,0,0,0
18071244.txt,0,0,0,1
18075790.txt,0,0,1,1
18077040.txt,0,0,1,0
18077196.txt,0,0,0,1
18077787.txt,0,0,1,0
18084043.txt,0,0,0,1
18084095.txt,0,0,0,1
18085410.txt,0,0,0,0
18086288.txt,0,0,0,0
1808855.txt,0,0,0,0
18089289.txt,0,0,0,1
18091433.txt,0,0,0,0
18095224.txt,0,0,0,0
18096711.txt,0,0,0,0
18097001.txt,0,0,1,0
18097099.txt,0,0,0,0
1813082.txt,0,0,0,0
181368.txt,0,0,0,0
18145523.txt,0,0,0,0
18155150.txt,0,0,0,0
18156318.txt,0,0,0,0
18157158.txt,1,0,0,0
18161725.txt,0,0,1,0
18171244.txt,0,0,0,1
18178251.txt,0,0,1,1
18178771.txt,0,0,0,1
18184698.txt,0,0,1,0
18190460.txt,0,0,1,1
18190995.txt,0,0,1,0
18194572.txt,0,0,0,0
18196534.txt,1,0,1,0
18199837.txt,0,0,0,1
18200.txt,0,0,1,0
1820282.txt,0,0,0,0
182031.txt,0,0,0,0
1820353.txt,0,0,0,0
18204748.txt,0,0,0,0
18205661.txt,0,0,1,0
18208706.txt,0,0,1,0
18208824.txt,0,0,0,1
18209058.txt,0,0,1,0
182100.txt,0,0,1,0
18212072.txt,0,0,1,0
18212080.txt,0,0,1,0
18214800.txt,0,0,1,0
1822442.txt,0,0,0,0
18226915.txt,0,0,1,0
18229948.txt,0,0,0,0
18232177.txt,0,0,0,0
18237042.txt,0,0,0,0
18237828.txt,0,0,0,0
18239978.txt,0,0,0,0
18242114.txt,0,0,0,0
18242873.txt,0,0,1,0
1824429.txt,0,0,1,0
18246125.txt,1,0,1,1
18248626.txt,0,0,1,0
18250405.txt,0,0,1,0
18250461.txt,0,0,1,0
18252867.txt,0,0,1,0
1825784.txt,0,0,0,0
18259053.txt,0,0,0,0
18259058.txt,0,0,0,1
18259066.txt,0,0,0,0
18259126.txt,0,0,0,1
18260646.txt,0,0,0,1
18261746.txt,0,0,1,1
18264131.txt,1,0,1,1
18268391.txt,0,0,1,0
18270493.txt,0,0,1,0
18271555.txt,0,0,0,0
18279891.txt,1,0,1,0
18285497.txt,0,0,0,0
18291320.txt,0,0,0,0
18291687.txt,0,0,1,0
18292566.txt,0,0,1,0
18297791.txt,0,0,0,0
18298602.txt,0,0,0,0
18300351.txt,0,0,0,1
18302938.txt,0,0,0,0
18304579.txt,0,0,0,0
18304639.txt,0,0,0,0
18306418.txt,0,0,0,1
18308638.txt,0,0,1,0
1830895.txt,0,0,1,1
18309373.txt,0,0,0,0
18310026.txt,0,0,0,0
18310031.txt,0,0,0,0
18312544.txt,0,0,1,0
18314961.txt,0,0,0,0
18315498.txt,0,0,0,0
18316019.txt,0,0,0,0
18321748.txt,0,0,1,0
18323612.txt,0,0,0,0
18324491.txt,0,0,0,0
1832838.txt,0,0,0,0
18328504.txt,1,0,0,0
18329005.txt,0,0,0,0
18329375.txt,0,0,1,1
18329710.txt,0,0,1,0
18329764.txt,0,0,0,0
18331335.txt,0,0,0,0
18333520.txt,0,0,0,0
1833426.txt,0,0,1,0
18340335.txt,0,0,0,0
18342005.txt,0,0,0,0
18342970.txt,0,0,0,0
18343816.txt,1,0,0,1
18343817.txt,0,0,0,1
18344368.txt,1,0,0,1
18345420.txt,0,0,1,0
1834550.txt,0,0,0,0
18346153.txt,1,0,1,1
18347102.txt,0,0,1,0
18350547.txt,0,0,1,0
18350908.txt,0,0,0,0
18354037.txt,1,0,1,0
18356820.txt,0,0,0,0
18363997.txt,0,0,1,0
18364005.txt,0,0,1,0
18367116.txt,0,0,1,0
18375806.txt,0,0,0,0
18378687.txt,1,0,0,0
18379273.txt,0,0,0,0
18382642.txt,0,0,0,0
18384488.txt,0,0,0,0
18385440.txt,0,0,0,1
18390428.txt,0,0,0,0
18391004.txt,1,0,1,0
18391429.txt,0,0,0,1
18394752.txt,0,0,0,0
18401338.txt,0,0,1,1
1840171.txt,0,0,1,0
18406375.txt,1,0,0,1
1840679.txt,1,0,1,1
18410343.txt,0,0,0,0
1841226.txt,0,0,0,0
18417738.txt,0,0,1,1
18419542.txt,0,0,1,0
1842227.txt,0,0,0,0
18422316.txt,0,0,0,0
18422342.txt,0,0,0,0
18427109.txt,0,0,0,0
18427741.txt,0,0,0,0
18430786.txt,1,0,1,0
18436859.txt,0,0,1,0
18437297.txt,0,0,0,0
18437507.txt,0,0,0,0
18441108.txt,0,0,0,0
18441229.txt,1,0,0,0
18443119.txt,0,0,1,1
18444665.txt,0,0,0,1
18445577.txt,0,0,0,1
18445621.txt,0,0,0,0
18451055.txt,1,0,0,1
18451996.txt,0,0,1,0
18453703.txt,0,0,0,0
18455348.txt,0,0,0,0
18455529.txt,0,0,0,0
18455821.txt,0,0,0,0
18457892.txt,0,0,0,0
18458073.txt,0,0,1,0
18460620.txt,0,0,0,0
18466092.txt,0,0,0,0
1846750.txt,0,0,0,0
18470394.txt,0,0,0,1
18474357.txt,0,0,1,1
18475010.txt,0,0,0,0
18477216.txt,0,0,0,0
1848106.txt,0,0,0,0
18482458.txt,0,0,0,0
18484206.txt,0,0,0,0
18486439.txt,0,0,0,0
18489726.txt,1,0,1,0
184906.txt,0,0,1,0
18490658.txt,1,0,0,0
18492804.txt,0,0,0,0
1849479.txt,0,0,0,1
1849508.txt,0,0,1,0
18495543.txt,0,0,0,1
18495850.txt,0,0,0,0
18497563.txt,1,0,1,0
18499444.txt,0,0,0,0
18502056.txt,0,0,0,0
18502645.txt,1,0,1,0
18503201.txt,0,0,1,0
1850617.txt,0,0,0,0
18506495.txt,0,0,0,0
18506619.txt,0,0,0,0
18506881.txt,0,0,1,0
18509771.txt,0,0,0,1
18517062.txt,0,0,0,0
18518895.txt,0,0,0,0
18520139.txt,0,0,0,0
18523352.txt,0,0,0,0
18524934.txt,0,0,0,0
18536502.txt,0,0,0,0
18537822.txt,0,0,0,0
18538613.txt,0,0,1,1
18540067.txt,0,0,0,1
18540074.txt,0,0,0,1
18541440.txt,0,0,0,0
18541650.txt,0,0,1,1
18541655.txt,0,0,0,0
18543942.txt,0,0,0,0
18549075.txt,0,0,0,0
18549249.txt,0,0,0,0
18550214.txt,0,0,0,0
18554386.txt,0,0,0,0
1855648.txt,0,0,1,0
18558617.txt,0,0,0,0
18558942.txt,0,0,1,1
1856176.txt,0,0,0,1
18561838.txt,0,0,1,1
18566372.txt,0,0,1,1
18567870.txt,0,0,1,1
18573270.txt,0,0,0,1
18574579.txt,0,0,0,1
18577795.txt,0,0,1,0
18581003.txt,0,0,0,0
18582113.txt,0,0,0,1
18588291.txt,0,0,0,1
185976.txt,0,0,0,0
18599856.txt,0,0,0,0
18601810.txt,0,0,0,0
18602070.txt,0,0,1,0
18602730.txt,0,0,0,0
18606453.txt,0,0,1,0
18606692.txt,0,0,1,0
18607005.txt,0,0,0,0
18607092.txt,0,0,0,0
18607648.txt,0,0,0,0
18608118.txt,0,0,0,0
186114.txt,0,0,0,0
18615730.txt,0,0,0,1
18617697.txt,1,0,1,1
18619852.txt,1,0,1,1
18621151.txt,1,0,1,1
18621714.txt,0,0,1,0
18624295.txt,0,0,1,0
18624796.txt,1,0,1,0
18626508.txt,0,0,0,1
18633610.txt,0,0,1,0
18636745.txt,0,0,1,0
18640600.txt,0,0,0,1
18641123.txt,0,0,0,0
18641348.txt,0,0,1,0
18648827.txt,0,0,1,0
18650376.txt,0,0,0,0
18651694.txt,0,0,0,0
18652145.txt,0,0,0,1
18655091.txt,0,0,0,1
18656704.txt,0,0,1,1
18657609.txt,0,0,0,0
18658286.txt,0,0,0,1
18667584.txt,0,0,0,0
18668235.txt,0,0,0,0
18669265.txt,0,0,0,0
18672286.txt,0,0,1,0
18672683.txt,0,0,0,0
18675689.txt,0,0,0,0
18676493.txt,0,0,0,0
18678936.txt,0,0,0,0
18678945.txt,0,0,0,0
18680595.txt,0,0,0,0
18681900.txt,0,0,0,0
18683734.txt,0,0,0,1
18684958.txt,0,0,1,0
18692117.txt,0,0,0,0
1869522.txt,0,0,0,0
18697391.txt,0,0,0,0
1870122.txt,0,0,0,0
18701313.txt,0,0,1,1
18704017.txt,0,0,1,1
18704577.txt,0,0,0,0
18705878.txt,0,0,0,0
18710868.txt,0,0,1,0
18711130.txt,1,0,0,0
18714429.txt,0,0,0,0
18717642.txt,0,0,1,1
18719016.txt,0,0,1,0
1872044.txt,0,0,0,1
18723341.txt,0,0,0,0
18723663.txt,0,0,0,1
18725995.txt,0,0,0,1
18728665.txt,0,0,0,0
18728967.txt,0,0,1,0
1873200.txt,0,0,1,1
1874406.txt,0,0,0,0
1874550.txt,0,0,0,0
18752545.txt,0,0,0,0
18752622.txt,0,0,0,0
18754693.txt,0,0,0,0
18754784.txt,0,0,0,1
18756931.txt,0,1,0,1
18758079.txt,0,0,0,1
18758744.txt,0,0,0,0
18767654.txt,0,0,0,0
18768616.txt,0,0,0,0
18769718.txt,1,0,1,0
18772139.txt,1,0,0,1
18772281.txt,0,0,1,1
18772924.txt,0,0,0,1
18775484.txt,0,0,0,0
18776655.txt,0,0,0,0
18776690.txt,0,0,0,0
18779172.txt,0,0,0,0
18779390.txt,1,0,1,1
18779780.txt,1,0,1,0
18783384.txt,0,0,0,1
18783558.txt,0,0,0,0
18789360.txt,0,0,0,0
18790680.txt,0,0,0,0
18792402.txt,0,0,1,0
18792834.txt,0,0,0,1
18794290.txt,1,0,0,1
18794292.txt,0,0,0,1
18795286.txt,0,0,0,0
1879551.txt,0,0,0,1
18796536.txt,0,0,0,1
18800304.txt,0,0,0,0
18802063.txt,0,0,1,0
18802075.txt,1,0,1,0
18809658.txt,0,0,0,0
18815415.txt,1,0,0,1
18817081.txt,0,0,0,1
18818380.txt,0,0,1,0
18818919.txt,0,0,0,0
18819014.txt,0,0,1,0
18819625.txt,0,0,0,1
1882234.txt,0,0,0,0
18823663.txt,0,0,0,0
18824004.txt,0,0,0,1
18826439.txt,0,0,0,1
18828430.txt,0,0,0,0
18829361.txt,0,0,0,0
18829805.txt,0,0,0,0
18832043.txt,1,0,0,0
18832474.txt,0,0,1,0
18832694.txt,0,0,1,1
18832711.txt,1,0,1,0
18833037.txt,0,0,0,0
18835277.txt,1,0,0,0
18837421.txt,0,0,0,0
18837509.txt,0,0,0,0
18841397.txt,0,0,1,0
18845003.txt,0,0,0,1
18847278.txt,0,0,0,0
18849445.txt,0,0,0,1
18853395.txt,0,0,0,1
18853659.txt,0,0,0,0
1886718.txt,0,0,1,0
1888840.txt,0,0,0,0
18922229.txt,0,0,0,1
18926769.txt,0,0,0,0
18927210.txt,0,0,0,1
18930085.txt,0,0,1,1
18930408.txt,0,0,0,0
18931443.txt,0,1,0,0
18931930.txt,0,0,0,1
1893407.txt,0,0,1,1
18937406.txt,0,0,0,0
1893741.txt,0,0,1,1
18948571.txt,0,0,1,0
18949312.txt,0,0,0,0
18953909.txt,0,0,1,0
18956771.txt,0,0,0,0
18957552.txt,0,0,0,0
189718.txt,0,0,0,0
18971912.txt,0,0,0,0
18975411.txt,0,0,0,0
18981251.txt,0,0,1,0
18981395.txt,0,0,0,1
18982019.txt,0,0,1,1
189829.txt,0,0,0,0
1898367.txt,0,0,0,0
18984017.txt,0,0,0,0
18987131.txt,0,0,0,0
1899035.txt,0,0,0,0
18990422.txt,0,0,0,0
18996616.txt,1,0,1,0
18997325.txt,0,0,0,0
19003934.txt,0,0,1,0
19006683.txt,0,0,1,0
19007234.txt,0,0,0,0
19007905.txt,0,0,1,0
19013466.txt,0,0,0,1
19013470.txt,0,1,0,0
1901363.txt,0,0,0,0
19016910.txt,0,0,1,0
19018774.txt,0,0,1,0
19019289.txt,0,0,1,0
19021761.txt,0,0,0,0
19028851.txt,0,0,0,0
19029903.txt,0,0,1,1
19032984.txt,0,0,0,0
19035513.txt,0,0,0,0
19035777.txt,0,0,0,0
19038054.txt,0,0,0,1
19038058.txt,0,0,0,0
19039518.txt,0,0,0,1
19039702.txt,0,0,0,0
19039953.txt,0,0,1,0
19050242.txt,0,0,1,0
19050253.txt,0,0,1,0
19052044.txt,0,0,1,0
19052369.txt,0,0,1,0
19052373.txt,0,0,0,0
19052382.txt,0,1,0,0
19053141.txt,0,0,0,0
1905320.txt,0,0,0,0
19053208.txt,0,0,0,0
19053264.txt,0,0,0,1
1905521.txt,0,0,0,1
19055438.txt,0,0,0,0
1905726.txt,0,0,0,0
19057536.txt,0,0,0,0
19058854.txt,0,0,1,0
1906175.txt,0,0,0,0
19065796.txt,0,0,0,0
19066275.txt,0,0,0,1
19070108.txt,0,0,0,1
19072132.txt,0,0,0,0
19075227.txt,0,0,0,0
19079582.txt,0,0,1,0
1907989.txt,1,0,1,0
19082587.txt,0,0,0,0
19084435.txt,0,0,1,0
19084961.txt,0,0,1,0
19086992.txt,1,0,1,0
19088069.txt,1,0,0,1
19088733.txt,0,0,1,1
19090226.txt,0,0,0,1
19093473.txt,0,0,0,0
190950.txt,0,0,1,1
19096447.txt,0,0,1,0
19099445.txt,0,1,0,0
19103774.txt,0,0,0,1
19106464.txt,0,0,0,1
1910693.txt,1,0,1,1
1910860.txt,0,0,0,0
19114549.txt,0,0,0,1
19116169.txt,0,0,0,0
19121182.txt,0,0,0,1
19124719.txt,1,0,1,0
19124750.txt,0,0,1,0
19124914.txt,0,0,1,0
19127668.txt,0,0,0,0
19128515.txt,0,0,0,0
1913354.txt,0,0,0,0
19134348.txt,0,0,1,0
19137713.txt,0,0,0,0
19138123.txt,0,0,0,0
19139131.txt,1,0,1,0
19139228.txt,0,0,0,0
19139233.txt,0,0,0,0
19143766.txt,0,0,1,1
19147552.txt,0,0,1,0
19147789.txt,1,0,1,1
1915345.txt,0,0,0,0
19153456.txt,0,0,0,0
19155474.txt,1,0,1,0
19155499.txt,1,0,1,0
19156310.txt,0,0,0,1
19156453.txt,0,0,0,0
1915659.txt,0,0,0,0
19156864.txt,0,0,0,0
19158267.txt,0,0,0,0
19159427.txt,0,0,1,1
19159432.txt,0,0,1,0
19160404.txt,0,0,1,0
19169339.txt,0,0,0,0
19173180.txt,0,0,1,0
19177852.txt,0,0,1,0
19178644.txt,0,0,1,0
19182335.txt,0,0,0,1
19182954.txt,0,0,0,1
19185506.txt,0,0,1,1
19188369.txt,1,0,0,1
19190764.txt,0,0,1,1
19199937.txt,0,0,1,0
19202095.txt,0,0,0,1
19202713.txt,0,0,0,1
19202875.txt,0,0,0,0
1920424.txt,0,0,1,0
19205518.txt,0,0,0,0
19216664.txt,0,0,0,0
19217324.txt,0,0,1,1
19220466.txt,0,0,1,0
19221394.txt,0,0,1,0
19223852.txt,0,0,1,0
192273.txt,0,0,0,0
19228097.txt,0,0,1,0
19228675.txt,0,0,0,0
19230061.txt,1,0,0,1
19234125.txt,0,0,1,1
19234176.txt,0,0,1,0
19234189.txt,1,0,1,0
19234219.txt,0,0,1,1
19234451.txt,0,0,0,0
19235764.txt,0,0,0,0
19238756.txt,0,0,0,0
19241523.txt,0,1,0,1
1924554.txt,0,1,0,0
19246739.txt,0,0,0,1
19248652.txt,0,0,0,0
19249018.txt,0,0,1,0
19252301.txt,0,0,0,0
19252544.txt,0,0,0,0
19253528.txt,0,0,0,0
19255471.txt,0,0,0,0
19255474.txt,0,0,0,0
19255476.txt,0,0,0,0
19255478.txt,0,0,0,0
19259343.txt,0,0,1,0
19259669.txt,0,0,1,0
19261854.txt,0,0,0,0
19265141.txt,0,0,0,1
19265145.txt,1,0,1,1
19265151.txt,0,0,1,1
19265158.txt,0,0,1,0
19266487.txt,0,0,1,1
19268606.txt,0,1,1,0
19268957.txt,0,0,0,0
19270093.txt,0,0,0,0
19270099.txt,0,0,0,0
19270146.txt,0,0,0,1
1927151.txt,0,0,1,0
19271774.txt,0,0,0,0
19272591.txt,0,0,1,0
19279166.txt,0,1,1,0
19286132.txt,0,0,1,0
19289103.txt,1,0,1,0
19291706.txt,0,0,0,1
19293256.txt,0,0,1,0
19293635.txt,0,0,1,1
19295059.txt,0,0,0,0
19296099.txt,0,0,0,1
19296845.txt,0,0,0,1
19297329.txt,1,0,1,1
19300508.txt,0,0,1,0
19302176.txt,0,0,1,1
19302272.txt,0,0,0,1
19302523.txt,0,0,0,0
19303388.txt,0,0,0,1
19306614.txt,0,0,0,0
19309365.txt,0,0,1,0
19318826.txt,0,0,1,0
1932015.txt,0,0,0,0
19322640.txt,1,0,1,0
19323014.txt,0,0,0,1
19324083.txt,1,0,1,1
19327546.txt,0,0,1,0
19330341.txt,1,0,1,0
19339279.txt,1,0,0,1
19342651.txt,0,0,1,0
19342675.txt,0,0,1,0
19342778.txt,0,0,0,0
19342794.txt,0,0,0,0
19349688.txt,0,0,1,0
19351562.txt,0,0,0,0
19353874.txt,0,0,0,0
193557.txt,0,0,1,0
19356022.txt,0,0,0,0
19356706.txt,0,0,1,1
19358822.txt,0,0,0,0
19358890.txt,0,0,0,1
19359321.txt,0,0,0,0
1935975.txt,0,0,0,0
19362713.txt,0,0,1,0
19365786.txt,0,0,0,0
19367713.txt,1,0,0,0
19370721.txt,0,0,0,1
19378888.txt,0,0,0,0
19380112.txt,0,0,1,0
19380586.txt,1,0,0,0
19388157.txt,0,0,0,0
19388165.txt,0,0,1,0
19388167.txt,0,0,1,0
19388169.txt,0,0,0,0
19390787.txt,0,0,0,0
19392798.txt,0,0,1,0
19392980.txt,0,0,0,0
19394785.txt,0,0,0,0
19396324.txt,0,0,0,0
19396692.txt,0,0,0,0
19398219.txt,0,0,0,0
19398542.txt,0,0,1,1
19398552.txt,0,0,0,1
19399988.txt,0,0,1,1
19401689.txt,1,0,1,0
19402226.txt,0,0,0,0
1940223.txt,0,0,0,1
19404744.txt,0,0,0,0
19407339.txt,0,0,0,0
19413171.txt,0,0,0,1
19414555.txt,0,0,1,0
19415116.txt,0,0,0,0
19416348.txt,1,0,1,1
19416693.txt,0,0,0,1
19417080.txt,1,0,0,1
19418243.txt,0,0,0,0
1942065.txt,0,0,0,1
19421751.txt,0,0,1,0
19421880.txt,0,0,0,0
19423096.txt,0,0,0,0
19423470.txt,0,0,0,0
19426207.txt,0,0,0,0
19426232.txt,0,0,1,0
19429748.txt,0,0,0,0
19431585.txt,0,0,0,1
19432801.txt,1,0,1,0
19433855.txt,0,0,1,0
19435233.txt,0,0,0,0
19435918.txt,0,0,0,1
19439912.txt,1,0,1,1
1944045.txt,0,0,0,1
19450638.txt,0,0,0,0
19451399.txt,0,0,1,0
19451641.txt,0,0,0,1
19454250.txt,0,0,1,0
1946065.txt,0,0,0,0
19461127.txt,0,0,1,1
19472182.txt,0,0,1,1
19474486.txt,0,0,0,1
19477524.txt,0,0,1,0
19477915.txt,0,0,1,0
19478441.txt,0,0,0,0
19478445.txt,0,0,0,0
19478446.txt,0,0,0,1
19484275.txt,0,0,0,0
19486238.txt,0,0,0,0
19487810.txt,0,0,1,0
19489922.txt,0,0,0,1
19490942.txt,0,0,0,1
19494256.txt,0,0,0,1
19494310.txt,0,0,1,0
19494311.txt,1,0,0,1
19497303.txt,0,0,1,1
19498052.txt,0,0,0,0
19500209.txt,0,0,0,1
19508552.txt,0,0,0,0
19515798.txt,0,0,1,0
19517218.txt,0,0,1,1
19521869.txt,0,0,0,0
19525268.txt,0,0,1,0
19527687.txt,0,0,0,0
19527832.txt,0,0,0,0
19528165.txt,0,0,0,1
19528200.txt,0,0,0,0
1953104.txt,0,0,0,0
19535623.txt,0,0,0,0
19536289.txt,0,0,0,1
1953632.txt,0,1,0,0
19538263.txt,0,0,0,0
19538930.txt,0,0,1,1
1953930.txt,0,0,0,1
19540868.txt,0,0,0,0
19541984.txt,0,0,0,1
1954242.txt,0,0,0,0
19549486.txt,0,0,0,0
19552525.txt,0,0,1,0
1955364.txt,0,0,1,0
1955385.txt,0,0,0,0
19558463.txt,0,0,1,0
19559605.txt,0,0,0,0
1956293.txt,0,0,0,0
19564575.txt,1,0,0,1
19564693.txt,1,0,0,1
19565698.txt,0,0,0,1
19571374.txt,0,0,1,0
19571486.txt,0,0,0,1
19572890.txt,0,0,1,1
19574642.txt,0,0,0,0
19575726.txt,0,0,1,1
1957878.txt,0,0,0,1
19582590.txt,0,0,0,0
19582739.txt,0,0,1,0
19585580.txt,0,0,1,0
19586684.txt,1,0,1,1
19587641.txt,0,0,1,1
19589001.txt,0,0,0,0
19591681.txt,0,0,0,1
19592275.txt,0,0,1,0
19592524.txt,0,0,0,0
19602114.txt,0,0,1,0
1960254.txt,0,0,0,0
19604301.txt,0,0,1,0
19615448.txt,0,0,0,1
19620317.txt,0,0,0,0
19625716.txt,0,0,1,1
19626547.txt,0,0,0,1
19627191.txt,0,0,0,0
19628398.txt,0,0,0,1
19630511.txt,0,0,0,1
19632008.txt,0,0,0,1
19633120.txt,0,1,0,0
19642494.txt,0,0,0,0
19642650.txt,1,0,1,0
19651854.txt,1,0,1,0
19653105.txt,0,0,0,0
19657390.txt,0,0,1,0
19659500.txt,0,0,0,0
19659921.txt,0,0,0,1
19660155.txt,0,1,1,0
19662574.txt,0,0,0,0
19665015.txt,0,0,1,0
19667094.txt,1,0,1,0
1966986.txt,0,0,1,0
19674975.txt,1,0,0,0
19675161.txt,0,0,1,0
19675673.txt,0,0,0,0
19681692.txt,0,0,0,0
19685866.txt,0,0,0,0
19691980.txt,0,0,1,0
196931.txt,0,0,0,0
1969452.txt,0,0,1,0
19694542.txt,0,0,1,0
19699936.txt,0,0,1,0
19700544.txt,0,0,0,0
1970336.txt,0,0,0,0
1970649.txt,0,0,0,0
19709218.txt,0,0,0,0
19712305.txt,0,0,0,1
19712324.txt,0,0,0,1
1971622.txt,0,0,0,1
19717440.txt,0,0,0,0
19717455.txt,0,0,1,0
