PubmedID,Maggie,Nandita,David,Melody,Rahul,Anshu,Samantha ,Nada,Henry,Ashwin
11042269,,,,,,,,,,
10825531,,,,,,,,,,
10717314,,,,,,,,,,
10504411,,,,,,,,,,
10449487,,,,,,,,,,
9660133,,,,,,,,,,
9486654,,,,,,,,,,
9256429,,,,,,,,,,
9089912,,,,,,,,,,
8806687,,,,,,,,,,
8853731,,,,,,,,,,
8818911,,,,,,,,,,
8813722,,,,,,,,,,
8984677,,,,,,,,,,
7653143,,,,,,,,,,
7833471,,,,,,,,,,
7684747,,,,,,,,,,
1544899,,,,,,,,,,
1834550,,,,,,,,,,
1702088,,,,,,,,,,
2509472,,,,,,,,,,
2476491,,,,,,,,,,
3139052,,,,,,,,,,
3166538,,,,,,,,,,
2944862,,,,,,,,,,
3773798,,,,,,,,,,
6529770,,,,,,,,,,
6199142,,,,,,,,,,
6417095,,,,,,,,,,
7140484,,,,,,,,,,
121031,,,,,,,,,,
355856,,,,,,,,,,
830323,,,,,,,,,,
1097424,,,,,,,,,,
9282330,,,,,,,,,,
30755515,,,,,,,,,,
30175106,,,,,,,,,,
29212878,,,,,,,,,,
27068464,,,,,,,,,,
26892873,,,,,,,,,,
25281690,,,,,,,,,,
32344431,,,,,,,,,,
31875873,,,,,,,,,,
31671360,,,,,,,,,,
30880024,,,,,,,,,,
30464173,,,,,,,,,,
30087899,,,,,,,,,,
28164238,,,,,,,,,,
27484899,,,,,,,,,,
26449528,,,,,,,,,,
25623069,,,,,,,,,,
25241353,,,,,,,,,,
25209798,,,,,,,,,,
24937636,,,,,,,,,,
24441423,,,,,,,,,,
23260132,,,,,,,,,,
20433683,,,,,,,,,,
15302601,,,,,,,,,,
20383335,,,,,,,,,,
32543313,,,,,,,,,,
28903313,,,,,,,,,,
28163187,,,,,,,,,,
26657788,,,,,,,,,,
26471407,,,,,,,,,,
30512233,,,,,,,,,,
29802188,,,,,,,,,,
29619919,,,,,,,,,,
27433286,,,,,,,,,,
24690097,,,,,,,,,,
24505339,,,,,,,,,,
21236653,,,,,,,,,,
14613885,,,,,,,,,,
11083877,,,,,,,,,,
2780050,,,,,,,,,,
31249452,,,,,,,,,,
27639802,,,,,,,,,,
26891056,,,,,,,,,,
23774504,,,,,,,,,,
9473059,,,,,,,,,,
8910301,,,,,,,,,,
31695116,,,,,,,,,,
28874754,,,,,,,,,,
28511951,,,,,,,,,,
27035833,,,,,,,,,,
26616534,,,,,,,,,,
26597533,,,,,,,,,,
14662316,,,,,,,,,,
12080185,,,,,,,,,,
25457810,,,,,,,,,,
18062478,,,,,,,,,,
32973083,,,,,,,,,,
29937272,,,,,,,,,,
28892521,,,,,,,,,,
27472318,,,,,,,,,,
26687682,,,,,,,,,,
25910247,,,,,,,,,,
25793864,,,,,,,,,,
22474331,,,,,,,,,,
19159427,,,,,,,,,,
8672127,,,,,,,,,,
7774933,,,,,,,,,,
33193208,,,,,,,,,,
33178202,,,,,,,,,,
33170767,,,,,,,,,,
33158054,,,,,,,,,,
33158007,,,,,,,,,,
33148382,,,,,,,,,,
33147950,,,,,,,,,,
33135450,,,,,,,,,,
33133542,,,,,,,,,,
33128978,,,,,,,,,,
33123879,,,,,,,,,,
33117511,,,,,,,,,,
33115841,,,,,,,,,,
33115839,,,,,,,,,,
33050260,,,,,,,,,,
33041004,,,,,,,,,,
33036018,,,,,,,,,,
33009462,,,,,,,,,,
33008411,,,,,,,,,,
33007341,,,,,,,,,,
33000873,,,,,,,,,,
33000628,,,,,,,,,,
32998443,,,,,,,,,,
32957735,,,,,,,,,,
32942894,,,,,,,,,,
32914793,,,,,,,,,,
32897546,,,,,,,,,,
32887311,,,,,,,,,,
32883045,,,,,,,,,,
32868912,,,,,,,,,,
32860931,,,,,,,,,,
32853888,,,,,,,,,,
32827704,,,,,,,,,,
32827630,,,,,,,,,,
32824158,,,,,,,,,,
32820073,,,,,,,,,,
32814810,,,,,,,,,,
32806321,,,,,,,,,,
32795191,,,,,,,,,,
32787088,,,,,,,,,,
32784442,,,,,,,,,,
32781352,,,,,,,,,,
32776976,,,,,,,,,,
32766684,,,,,,,,,,
32752183,,,,,,,,,,
32751690,,,,,,,,,,
32745143,,,,,,,,,,
32734715,,,,,,,,,,
32727140,,,,,,,,,,
32722069,,,,,,,,,,
32710300,,,,,,,,,,
32697085,,,,,,,,,,
32693265,,,,,,,,,,
32671674,,,,,,,,,,
32661783,,,,,,,,,,
32661680,,,,,,,,,,
32656652,,,,,,,,,,
32651607,,,,,,,,,,
32650601,,,,,,,,,,
32643243,,,,,,,,,,
32634653,,,,,,,,,,
32631063,,,,,,,,,,
32592631,,,,,,,,,,
32590796,,,,,,,,,,
32578045,,,,,,,,,,
32572534,,,,,,,,,,
32571987,,,,,,,,,,
32549271,,,,,,,,,,
32542354,,,,,,,,,,
32532397,,,,,,,,,,
32525588,,,,,,,,,,
32523578,,,,,,,,,,
32519936,,,,,,,,,,
32496176,,,,,,,,,,
32460607,,,,,,,,,,
32455775,,,,,,,,,,
32454747,,,,,,,,,,
32446072,,,,,,,,,,
32423949,,,,,,,,,,
32423799,,,,,,,,,,
32415786,,,,,,,,,,
32414803,,,,,,,,,,
32364702,,,,,,,,,,
32352213,,,,,,,,,,
32345737,,,,,,,,,,
32338876,,,,,,,,,,
32326531,,,,,,,,,,
32322443,,,,,,,,,,
32315891,,,,,,,,,,
32304769,,,,,,,,,,
32302878,,,,,,,,,,
32299349,,,,,,,,,,
32297059,,,,,,,,,,
32283601,,,,,,,,,,
32276434,,,,,,,,,,
32272667,,,,,,,,,,
32255490,,,,,,,,,,
32244732,,,,,,,,,,
32244488,,,,,,,,,,
32237168,,,,,,,,,,
32212661,,,,,,,,,,
32196522,,,,,,,,,,
32179285,,,,,,,,,,
32170022,,,,,,,,,,
32164262,,,,,,,,,,
32156271,,,,,,,,,,
32153519,,,,,,,,,,
32125369,,,,,,,,,,
32120978,,,,,,,,,,
32116744,,,,,,,,,,
32111303,,,,,,,,,,
32109613,,,,,,,,,,
32106532,,,,,,,,,,
32106485,,,,,,,,,,
32101749,,,,,,,,,,
32087316,,,,,,,,,,
32086308,,,,,,,,,,
32058980,,,,,,,,,,
32058690,,,,,,,,,,
32054530,,,,,,,,,,
32051584,,,,,,,,,,
32047485,,,,,,,,,,
32033085,,,,,,,,,,
32031818,,,,,,,,,,
32019109,,,,,,,,,,
32016880,,,,,,,,,,
31998246,,,,,,,,,,
31992852,,,,,,,,,,
31972417,,,,,,,,,,
31971235,,,,,,,,,,
31968531,,,,,,,,,,
31964461,,,,,,,,,,
31961068,,,,,,,,,,
31944411,,,,,,,,,,
31941098,,,,,,,,,,
31929575,,,,,,,,,,
31916426,,,,,,,,,,
31906115,,,,,,,,,,
31904960,,,,,,,,,,
31902500,,,,,,,,,,
31892228,,,,,,,,,,
31890172,,,,,,,,,,
31876382,,,,,,,,,,
31861655,,,,,,,,,,
31860046,,,,,,,,,,
31859761,,,,,,,,,,
31842312,,,,,,,,,,
31836953,,,,,,,,,,
31825604,,,,,,,,,,
31824456,,,,,,,,,,
31811043,,,,,,,,,,
31810301,,,,,,,,,,
31796995,,,,,,,,,,
31791592,,,,,,,,,,
31788746,,,,,,,,,,
31767091,,,,,,,,,,
31745019,,,,,,,,,,
31738988,,,,,,,,,,
31736911,,,,,,,,,,
31736908,,,,,,,,,,
31736217,,,,,,,,,,
31731388,,,,,,,,,,
31730852,,,,,,,,,,
31729381,,,,,,,,,,
31729227,,,,,,,,,,
31723261,,,,,,,,,,
31720212,,,,,,,,,,
31717929,,,,,,,,,,
31715654,,,,,,,,,,
31683529,,,,,,,,,,
31682040,,,,,,,,,,
31669862,,,,,,,,,,
31666526,,,,,,,,,,
31663761,,,,,,,,,,
31662267,,,,,,,,,,
31655584,,,,,,,,,,
31654148,,,,,,,,,,
31638391,,,,,,,,,,
31631592,,,,,,,,,,
31619165,,,,,,,,,,
31615895,,,,,,,,,,
31606556,,,,,,,,,,
31605156,,,,,,,,,,
31601541,,,,,,,,,,
31595020,,,,,,,,,,
31584822,,,,,,,,,,
31584765,,,,,,,,,,
31584030,,,,,,,,,,
31575773,,,,,,,,,,
31560821,,,,,,,,,,
31554719,,,,,,,,,,
31551207,,,,,,,,,,
31550175,,,,,,,,,,
31549428,,,,,,,,,,
31548366,,,,,,,,,,
31530344,,,,,,,,,,
31528020,,,,,,,,,,
31521458,,,,,,,,,,
31519972,,,,,,,,,,
31518396,,,,,,,,,,
31513952,,,,,,,,,,
31508710,,,,,,,,,,
31504469,,,,,,,,,,
31494811,,,,,,,,,,
31487162,,,,,,,,,,
31485270,,,,,,,,,,
31484388,,,,,,,,,,
31478733,,,,,,,,,,
31478060,,,,,,,,,,
31475923,,,,,,,,,,
31471307,,,,,,,,,,
31468981,,,,,,,,,,
31466379,,,,,,,,,,
31455218,,,,,,,,,,
31452334,,,,,,,,,,
31432356,,,,,,,,,,
31430858,,,,,,,,,,
31427713,,,,,,,,,,
31421791,,,,,,,,,,
31421146,,,,,,,,,,
31410766,,,,,,,,,,
31409414,,,,,,,,,,
31407238,,,,,,,,,,
31387236,,,,,,,,,,
31383664,,,,,,,,,,
31379844,,,,,,,,,,
31367003,,,,,,,,,,
31366978,,,,,,,,,,
31363103,,,,,,,,,,
31351225,,,,,,,,,,
31350635,,,,,,,,,,
31347616,,,,,,,,,,
31335890,,,,,,,,,,
31332677,,,,,,,,,,
31332067,,,,,,,,,,
31329231,,,,,,,,,,
31326627,,,,,,,,,,
31325615,,,,,,,,,,
31324940,,,,,,,,,,
31317613,,,,,,,,,,
31312006,,,,,,,,,,
31310031,,,,,,,,,,
31300115,,,,,,,,,,
31298298,,,,,,,,,,
31294863,,,,,,,,,,
31292712,,,,,,,,,,
31284902,,,,,,,,,,
31278591,,,,,,,,,,
31273955,,,,,,,,,,
31272366,,,,,,,,,,
31269324,,,,,,,,,,
31231398,,,,,,,,,,
31229858,,,,,,,,,,
31228546,,,,,,,,,,
31227817,,,,,,,,,,
31226983,,,,,,,,,,
31212750,,,,,,,,,,
31195172,,,,,,,,,,
31190802,,,,,,,,,,
31187593,,,,,,,,,,
31177926,,,,,,,,,,
31173069,,,,,,,,,,
31168437,,,,,,,,,,
31167948,,,,,,,,,,
31167388,,,,,,,,,,
31165962,,,,,,,,,,
31160282,,,,,,,,,,
31154605,,,,,,,,,,
31148138,,,,,,,,,,
31144067,,,,,,,,,,
31137602,,,,,,,,,,
31134799,,,,,,,,,,
31127290,,,,,,,,,,
31123263,,,,,,,,,,
31120399,,,,,,,,,,
31118473,,,,,,,,,,
31109975,,,,,,,,,,
31105675,,,,,,,,,,
31095449,,,,,,,,,,
31090290,,,,,,,,,,
31085515,,,,,,,,,,
31082588,,,,,,,,,,
31078702,,,,,,,,,,
31077592,,,,,,,,,,
31076995,,,,,,,,,,
31075770,,,,,,,,,,
31070908,,,,,,,,,,
31063150,,,,,,,,,,
31050860,,,,,,,,,,
31050338,,,,,,,,,,
31035915,,,,,,,,,,
31025062,,,,,,,,,,
31017319,,,,,,,,,,
31016852,,,,,,,,,,
31014240,,,,,,,,,,
31013929,,,,,,,,,,
31013084,,,,,,,,,,
31003835,,,,,,,,,,
30995786,,,,,,,,,,
30992372,,,,,,,,,,
30991094,,,,,,,,,,
30981375,,,,,,,,,,
30974856,,,,,,,,,,
30968978,,,,,,,,,,
30968234,,,,,,,,,,
30962433,,,,,,,,,,
30946572,,,,,,,,,,
30941461,,,,,,,,,,
30937499,,,,,,,,,,
30936340,,,,,,,,,,
30934764,,,,,,,,,,
32694879,,,,,,,,,,
32694874,,,,,,,,,,
30921696,,,,,,,,,,
30918280,,,,,,,,,,
30911739,,,,,,,,,,
30909982,,,,,,,,,,
30909373,,,,,,,,,,
30907593,,,,,,,,,,
30905635,,,,,,,,,,
30904893,,,,,,,,,,
30897474,,,,,,,,,,
30893501,,,,,,,,,,
30878669,,,,,,,,,,
30864389,,,,,,,,,,
30859719,,,,,,,,,,
30858294,,,,,,,,,,
30849491,,,,,,,,,,
30848345,,,,,,,,,,
30846981,,,,,,,,,,
30837985,,,,,,,,,,
30836246,,,,,,,,,,
30832436,,,,,,,,,,
30824610,,,,,,,,,,
30823538,,,,,,,,,,
30802355,,,,,,,,,,
30792100,,,,,,,,,,
30791434,,,,,,,,,,
30791207,,,,,,,,,,
30784189,,,,,,,,,,
30782660,,,,,,,,,,
30781845,,,,,,,,,,
30780099,,,,,,,,,,
30776578,,,,,,,,,,
30744000,,,,,,,,,,
30739278,,,,,,,,,,
30738864,,,,,,,,,,
30730065,,,,,,,,,,
30704918,,,,,,,,,,
30699302,,,,,,,,,,
30689833,,,,,,,,,,
30685452,,,,,,,,,,
30678126,,,,,,,,,,
30674909,,,,,,,,,,
30648497,,,,,,,,,,
30638405,,,,,,,,,,
30628388,,,,,,,,,,
30612264,,,,,,,,,,
30600357,,,,,,,,,,
30594542,,,,,,,,,,
30590161,,,,,,,,,,
30581609,,,,,,,,,,
30565818,,,,,,,,,,
30563080,,,,,,,,,,
30557684,,,,,,,,,,
30554318,,,,,,,,,,
30553366,,,,,,,,,,
30552197,,,,,,,,,,
30543507,,,,,,,,,,
30530602,,,,,,,,,,
30506639,,,,,,,,,,
30515158,,,,,,,,,,
30511222,,,,,,,,,,
30511092,,,,,,,,,,
30496516,,,,,,,,,,
30488368,,,,,,,,,,
30486316,,,,,,,,,,
30478939,,,,,,,,,,
30478379,,,,,,,,,,
30472454,,,,,,,,,,
30465731,,,,,,,,,,
30465323,,,,,,,,,,
30458312,,,,,,,,,,
30453885,,,,,,,,,,
30452306,,,,,,,,,,
30450877,,,,,,,,,,
30447139,,,,,,,,,,
30416501,,,,,,,,,,
30407866,,,,,,,,,,
30399541,,,,,,,,,,
30394621,,,,,,,,,,
30391511,,,,,,,,,,
30376113,,,,,,,,,,
30367496,,,,,,,,,,
30341391,,,,,,,,,,
30341164,,,,,,,,,,
30324487,,,,,,,,,,
30318713,,,,,,,,,,
30291172,,,,,,,,,,
30280444,,,,,,,,,,
30279311,,,,,,,,,,
30279285,,,,,,,,,,
30278126,,,,,,,,,,
30276896,,,,,,,,,,
30262531,,,,,,,,,,
30253992,,,,,,,,,,
30241934,,,,,,,,,,
30240601,,,,,,,,,,
30232165,,,,,,,,,,
30219893,,,,,,,,,,
30217823,,,,,,,,,,
30207699,,,,,,,,,,
30206424,,,,,,,,,,
30198899,,,,,,,,,,
30179448,,,,,,,,,,
30170271,,,,,,,,,,
30155962,,,,,,,,,,
30152083,,,,,,,,,,
30141107,,,,,,,,,,
30124851,,,,,,,,,,
30119674,,,,,,,,,,
30117281,,,,,,,,,,
30089859,,,,,,,,,,
30088331,,,,,,,,,,
30056513,,,,,,,,,,
30055323,,,,,,,,,,
30053875,,,,,,,,,,
30042758,,,,,,,,,,
30036047,,,,,,,,,,
30030934,,,,,,,,,,
30030636,,,,,,,,,,
30024362,,,,,,,,,,
30021879,,,,,,,,,,
30021295,,,,,,,,,,
30015261,,,,,,,,,,
30010320,,,,,,,,,,
29998691,,,,,,,,,,
29996621,,,,,,,,,,
29982997,,,,,,,,,,
29971862,,,,,,,,,,
29969250,,,,,,,,,,
29966085,,,,,,,,,,
29960951,,,,,,,,,,
29946833,,,,,,,,,,
29940966,,,,,,,,,,
29940152,,,,,,,,,,
29937059,,,,,,,,,,
29927725,,,,,,,,,,
29911287,,,,,,,,,,
29892030,,,,,,,,,,
29885475,,,,,,,,,,
29884177,,,,,,,,,,
29872887,,,,,,,,,,
29870937,,,,,,,,,,
29865182,,,,,,,,,,
29856496,,,,,,,,,,
29852224,,,,,,,,,,
29802186,,,,,,,,,,
29799351,,,,,,,,,,
29796619,,,,,,,,,,
29791143,,,,,,,,,,
29790084,,,,,,,,,,
29789614,,,,,,,,,,
29787246,,,,,,,,,,
29784857,,,,,,,,,,
32624926,,,,,,,,,,
29739475,,,,,,,,,,
29737517,,,,,,,,,,
29733023,,,,,,,,,,
29720528,,,,,,,,,,
29712655,,,,,,,,,,
29710842,,,,,,,,,,
29696463,,,,,,,,,,
29695502,,,,,,,,,,
29690646,,,,,,,,,,
29688169,,,,,,,,,,
29687516,,,,,,,,,,
29663096,,,,,,,,,,
29659112,,,,,,,,,,
29652436,,,,,,,,,,
29645328,,,,,,,,,,
29619023,,,,,,,,,,
29615503,,,,,,,,,,
29609044,,,,,,,,,,
29606581,,,,,,,,,,
29602384,,,,,,,,,,
29584512,,,,,,,,,,
29579105,,,,,,,,,,
29578336,,,,,,,,,,
29557580,,,,,,,,,,
29557518,,,,,,,,,,
29555759,,,,,,,,,,
29554914,,,,,,,,,,
29553733,,,,,,,,,,
29551348,,,,,,,,,,
29549179,,,,,,,,,,
29536638,,,,,,,,,,
29533658,,,,,,,,,,
29528562,,,,,,,,,,
29514951,,,,,,,,,,
29505241,,,,,,,,,,
29502823,,,,,,,,,,
29502025,,,,,,,,,,
29500588,,,,,,,,,,
29487437,,,,,,,,,,
29486211,,,,,,,,,,
29485857,,,,,,,,,,
29483275,,,,,,,,,,
29459290,,,,,,,,,,
29458489,,,,,,,,,,
29458458,,,,,,,,,,
29458422,,,,,,,,,,
29453981,,,,,,,,,,
29438582,,,,,,,,,,
29437622,,,,,,,,,,
29435771,,,,,,,,,,
29425691,,,,,,,,,,
29417200,,,,,,,,,,
29417199,,,,,,,,,,
29415278,,,,,,,,,,
29409691,,,,,,,,,,
29400328,,,,,,,,,,
29393681,,,,,,,,,,
29390142,,,,,,,,,,
29382330,,,,,,,,,,
29380370,,,,,,,,,,
29373272,,,,,,,,,,
29372906,,,,,,,,,,
29362453,,,,,,,,,,
29358400,,,,,,,,,,
29355764,,,,,,,,,,
29335005,,,,,,,,,,
29330648,,,,,,,,,,
29328532,,,,,,,,,,
29327931,,,,,,,,,,
29323285,,,,,,,,,,
29318340,,,,,,,,,,
29318321,,,,,,,,,,
29316921,,,,,,,,,,
29306137,,,,,,,,,,
29300825,,,,,,,,,,
29291722,,,,,,,,,,
29289993,,,,,,,,,,
29287670,,,,,,,,,,
29282916,,,,,,,,,,
29280425,,,,,,,,,,
29275330,,,,,,,,,,
29270861,,,,,,,,,,
29269769,,,,,,,,,,
29263349,,,,,,,,,,
29255989,,,,,,,,,,
29253152,,,,,,,,,,
29247889,,,,,,,,,,
29240926,,,,,,,,,,
29239477,,,,,,,,,,
29238889,,,,,,,,,,
29235425,,,,,,,,,,
29233137,,,,,,,,,,
29228283,,,,,,,,,,
29220569,,,,,,,,,,
29219805,,,,,,,,,,
29216425,,,,,,,,,,
29185853,,,,,,,,,,
29177823,,,,,,,,,,
29150254,,,,,,,,,,
29147762,,,,,,,,,,
29146854,,,,,,,,,,
29142393,,,,,,,,,,
29127836,,,,,,,,,,
29127461,,,,,,,,,,
29120803,,,,,,,,,,
29107384,,,,,,,,,,
29106782,,,,,,,,,,
29103122,,,,,,,,,,
29102589,,,,,,,,,,
29095157,,,,,,,,,,
29094186,,,,,,,,,,
29093212,,,,,,,,,,
29091448,,,,,,,,,,
29074258,,,,,,,,,,
29070422,,,,,,,,,,
29055550,,,,,,,,,,
29046633,,,,,,,,,,
29042016,,,,,,,,,,
29039274,,,,,,,,,,
29031630,,,,,,,,,,
29025940,,,,,,,,,,
28988665,,,,,,,,,,
28988129,,,,,,,,,,
28975708,,,,,,,,,,
28972142,,,,,,,,,,
28967959,,,,,,,,,,
28966792,,,,,,,,,,
28963991,,,,,,,,,,
28963975,,,,,,,,,,
28962025,,,,,,,,,,
28957423,,,,,,,,,,
28955743,,,,,,,,,,
28941891,,,,,,,,,,
28933628,,,,,,,,,,
28927474,,,,,,,,,,
28927379,,,,,,,,,,
28925551,,,,,,,,,,
28910381,,,,,,,,,,
28885688,,,,,,,,,,
28880403,,,,,,,,,,
28877668,,,,,,,,,,
28873507,,,,,,,,,,
28866375,,,,,,,,,,
28852167,,,,,,,,,,
28847922,,,,,,,,,,
28827453,,,,,,,,,,
28826103,,,,,,,,,,
28820943,,,,,,,,,,
28815923,,,,,,,,,,
28800062,,,,,,,,,,
28797101,,,,,,,,,,
28794998,,,,,,,,,,
28787089,,,,,,,,,,
28786370,,,,,,,,,,
28785006,,,,,,,,,,
28774751,,,,,,,,,,
28758722,,,,,,,,,,
28751471,,,,,,,,,,
28747433,,,,,,,,,,
28746304,,,,,,,,,,
28742139,,,,,,,,,,
28732328,,,,,,,,,,
28726102,,,,,,,,,,
28700220,,,,,,,,,,
28696553,,,,,,,,,,
28696228,,,,,,,,,,
28685972,,,,,,,,,,
28682552,,,,,,,,,,
28680859,,,,,,,,,,
28678474,,,,,,,,,,
28673843,,,,,,,,,,
28673840,,,,,,,,,,
28671286,,,,,,,,,,
28666374,,,,,,,,,,
28655838,,,,,,,,,,
28652339,,,,,,,,,,
28647504,,,,,,,,,,
28634597,,,,,,,,,,
28631434,,,,,,,,,,
28629465,,,,,,,,,,
28629408,,,,,,,,,,
28627163,,,,,,,,,,
28604669,,,,,,,,,,
28596769,,,,,,,,,,
28584160,,,,,,,,,,
28578412,,,,,,,,,,
28576632,,,,,,,,,,
28539286,,,,,,,,,,
28535274,,,,,,,,,,
28534477,,,,,,,,,,
28528473,,,,,,,,,,
28517932,,,,,,,,,,
28512867,,,,,,,,,,
28511951,,,,,,,,,,
28497526,,,,,,,,,,
28486805,,,,,,,,,,
28474682,,,,,,,,,,
28473832,,,,,,,,,,
28470848,,,,,,,,,,
30496674,,,,,,,,,,
28441516,,,,,,,,,,
28441350,,,,,,,,,,
28438267,,,,,,,,,,
28429060,,,,,,,,,,
28425875,,,,,,,,,,
28402719,,,,,,,,,,
28401462,,,,,,,,,,
28382496,,,,,,,,,,
28377634,,,,,,,,,,
28346939,,,,,,,,,,
28344773,,,,,,,,,,
28342541,,,,,,,,,,
28340427,,,,,,,,,,
28337179,,,,,,,,,,
28331163,,,,,,,,,,
28302398,,,,,,,,,,
28300536,,,,,,,,,,
28293038,,,,,,,,,,
28293036,,,,,,,,,,
28288567,,,,,,,,,,
28279932,,,,,,,,,,
28265884,,,,,,,,,,
28265060,,,,,,,,,,
28264973,,,,,,,,,,
28263400,,,,,,,,,,
28258525,,,,,,,,,,
28252294,,,,,,,,,,
28247982,,,,,,,,,,
28244373,,,,,,,,,,
31962016,,,,,,,,,,
28234292,,,,,,,,,,
28231136,,,,,,,,,,
28225879,,,,,,,,,,
28215518,,,,,,,,,,
28209468,,,,,,,,,,
28207789,,,,,,,,,,
28199340,,,,,,,,,,
28185538,,,,,,,,,,
28171769,,,,,,,,,,
28157696,,,,,,,,,,
28154459,,,,,,,,,,
28151846,,,,,,,,,,
28138018,,,,,,,,,,
28130749,,,,,,,,,,
28122963,,,,,,,,,,
28104656,,,,,,,,,,
28098952,,,,,,,,,,
28092124,,,,,,,,,,
28085964,,,,,,,,,,
28085898,,,,,,,,,,
28079958,,,,,,,,,,
28070815,,,,,,,,,,
28066389,,,,,,,,,,
28063314,,,,,,,,,,
28061933,,,,,,,,,,
28052753,,,,,,,,,,
28043840,,,,,,,,,,
28027526,,,,,,,,,,
28027504,,,,,,,,,,
28017659,,,,,,,,,,
27977897,,,,,,,,,,
27940359,,,,,,,,,,
27940001,,,,,,,,,,
27928486,,,,,,,,,,
29965297,,,,,,,,,,
27915984,,,,,,,,,,
27914919,,,,,,,,,,
27914261,,,,,,,,,,
27914208,,,,,,,,,,
27902903,,,,,,,,,,
27902313,,,,,,,,,,
29767130,,,,,,,,,,
27893774,,,,,,,,,,
27888075,,,,,,,,,,
27868107,,,,,,,,,,
27865400,,,,,,,,,,
27836379,,,,,,,,,,
27833992,,,,,,,,,,
27833718,,,,,,,,,,
27832378,,,,,,,,,,
27830183,,,,,,,,,,
27827353,,,,,,,,,,
27813343,,,,,,,,,,
27813251,,,,,,,,,,
27810676,,,,,,,,,,
27769806,,,,,,,,,,
27506631,,,,,,,,,,
27780341,,,,,,,,,,
27802570,,,,,,,,,,
27796985,,,,,,,,,,
27791327,,,,,,,,,,
27590807,,,,,,,,,,
27424209,,,,,,,,,,
27278546,,,,,,,,,,
27770760,,,,,,,,,,
27767006,,,,,,,,,,
27739191,,,,,,,,,,
27734909,,,,,,,,,,
27714470,,,,,,,,,,
27711824,,,,,,,,,,
27710938,,,,,,,,,,
27704380,,,,,,,,,,
27695247,,,,,,,,,,
27672039,,,,,,,,,,
27631728,,,,,,,,,,
27620651,,,,,,,,,,
27617631,,,,,,,,,,
27616573,,,,,,,,,,
27600047,,,,,,,,,,
27599737,,,,,,,,,,
27580324,,,,,,,,,,
27558013,,,,,,,,,,
27528592,,,,,,,,,,
27511599,,,,,,,,,,
27508459,,,,,,,,,,
27496281,,,,,,,,,,
27494919,,,,,,,,,,
27493451,,,,,,,,,,
27492737,,,,,,,,,,
27492125,,,,,,,,,,
27487924,,,,,,,,,,
27484220,,,,,,,,,,
27473104,,,,,,,,,,
27459682,,,,,,,,,,
27453999,,,,,,,,,,
27446006,,,,,,,,,,
27436892,,,,,,,,,,
27433109,,,,,,,,,,
27428258,,,,,,,,,,
27422006,,,,,,,,,,
27412461,,,,,,,,,,
27410036,,,,,,,,,,
27392600,,,,,,,,,,
27390780,,,,,,,,,,
27387660,,,,,,,,,,
27378783,,,,,,,,,,
27368439,,,,,,,,,,
27364543,,,,,,,,,,
27357044,,,,,,,,,,
27355833,,,,,,,,,,
27344593,,,,,,,,,,
27341456,,,,,,,,,,
27332555,,,,,,,,,,
27318267,,,,,,,,,,
27311309,,,,,,,,,,
27302766,,,,,,,,,,
27296609,,,,,,,,,,
27273744,,,,,,,,,,
27273247,,,,,,,,,,
27273017,,,,,,,,,,
27266254,,,,,,,,,,
27264245,,,,,,,,,,
27252682,,,,,,,,,,
27246777,,,,,,,,,,
27206164,,,,,,,,,,
27197924,,,,,,,,,,
27190742,,,,,,,,,,
27190237,,,,,,,,,,
27177211,,,,,,,,,,
27175186,,,,,,,,,,
27170292,,,,,,,,,,
27166215,,,,,,,,,,
27160358,,,,,,,,,,
27151194,,,,,,,,,,
27150396,,,,,,,,,,
27148195,,,,,,,,,,
27139028,,,,,,,,,,
27136273,,,,,,,,,,
27128431,,,,,,,,,,
27125452,,,,,,,,,,
27119315,,,,,,,,,,
27116459,,,,,,,,,,
27114534,,,,,,,,,,
27114281,,,,,,,,,,
27106023,,,,,,,,,,
27102634,,,,,,,,,,
27102126,,,,,,,,,,
27094335,,,,,,,,,,
27067339,,,,,,,,,,
27060547,,,,,,,,,,
27050126,,,,,,,,,,
27047177,,,,,,,,,,
27010349,,,,,,,,,,
27007893,,,,,,,,,,
27006459,,,,,,,,,,
27003006,,,,,,,,,,
26998253,,,,,,,,,,
26990393,,,,,,,,,,
26986890,,,,,,,,,,
26976492,,,,,,,,,,
26965856,,,,,,,,,,
26960129,,,,,,,,,,
26959725,,,,,,,,,,
26952720,,,,,,,,,,
26946438,,,,,,,,,,
26946376,,,,,,,,,,
26945169,,,,,,,,,,
26931168,,,,,,,,,,
26929332,,,,,,,,,,
26928903,,,,,,,,,,
26919520,,,,,,,,,,
26914207,,,,,,,,,,
26898691,,,,,,,,,,
26882081,,,,,,,,,,
26865189,,,,,,,,,,
26863735,,,,,,,,,,
26859765,,,,,,,,,,
26858698,,,,,,,,,,
26853081,,,,,,,,,,
26851694,,,,,,,,,,
26846217,,,,,,,,,,
26842222,,,,,,,,,,
26838912,,,,,,,,,,
26828238,,,,,,,,,,
26824293,,,,,,,,,,
26810079,,,,,,,,,,
26795022,,,,,,,,,,
26789423,,,,,,,,,,
26787764,,,,,,,,,,
26781208,,,,,,,,,,
26778112,,,,,,,,,,
26767320,,,,,,,,,,
26739014,,,,,,,,,,
26732895,,,,,,,,,,
26729212,,,,,,,,,,
26727221,,,,,,,,,,
26724911,,,,,,,,,,
26697110,,,,,,,,,,
26696999,,,,,,,,,,
